 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
17,Paul George,IND,24,19,10,9,41.1,103.3,102.3,1,17.8,1.49,14.8,1.8,17.4,9.8,10,52.1,57.8,25.6,89.29,16,1458
17,Reggie Jackson,OKC,24,19,10,9,27.9,104.4,106.6,-2.3,14.7,1.21,17.3,2.6,10.2,6.7,14.3,53.1,58.2,18.4,94.76,8.6,1055
17,Roy Hibbert,IND,27,19,10,9,28.5,100.7,103.7,-3,5.6,0.68,7.9,8.8,11.8,10.3,11.6,44.9,51.1,17.8,88.12,6.8,993
17,Russell Westbrook,OKC,25,19,10,9,38.7,110.2,107.8,2.4,38.4,1.84,21.5,6.7,12,9.5,11.7,45.5,53.9,33.8,94.95,16.4,1457
29,Caron Butler,OKC,34,18,10,8,23.3,101.9,109.8,-7.8,5.8,1.36,10.3,2.6,10.7,6.8,7.5,42.1,47,13.8,94.08,4.8,832
29,Chris Andersen,MIA,35,18,12,6,17.6,109,103.6,5.5,2.7,0.56,5.6,10,29,19.9,10,57.9,62.4,13.2,88.35,12.8,577
29,Luis Scola,IND,34,18,9,9,13.5,91.6,107.9,-16.3,8.4,1.29,6.9,4.5,14.1,9.1,5.3,46.2,48,23.7,90.84,9,464
29,Rashard Lewis,MIA,34,18,12,6,17.7,110.8,102.7,8.1,2.4,1,5.2,1.6,11.5,6.9,5.2,54.1,54.7,14.4,89.73,5.7,602
29,Steven Adams,OKC,20,18,10,8,18.4,100.8,105.3,-4.6,2,0.4,5.8,6.9,14.4,10.9,14.5,68.9,63.5,8.8,95.35,5.9,659
34,Cory Joseph,SAS,22,17,12,5,5.1,107.6,89,18.5,18,2.25,16.4,1.2,8.2,4.9,7.3,48.6,55.9,23.5,94.66,12.9,172
34,Jeff Ayres,SAS,27,17,12,5,3.8,101.5,97.7,3.9,13.5,5,21.7,10.3,17.3,14.3,4.3,46.2,51.5,12.5,95.09,10.5,130
34,Nick Collison,OKC,33,17,8,9,10.8,90.7,99.5,-8.7,12.4,2.17,24.5,5.8,12.3,9.1,11.3,44.8,49.4,9.5,95.87,6.3,366
34,Serge Ibaka,OKC,24,17,10,7,34.2,110.4,105.9,4.6,3.3,0.6,6.2,5.8,13.6,10,10.3,60.9,63.3,14.2,93.22,10.2,1131
38,Shane Battier,MIA,35,16,9,7,12.6,113.2,109.8,3.4,3.6,1,13.2,0.6,5.7,3.2,13.2,63.5,65.6,8.2,88.9,2,370
38,Udonis Haslem,MIA,34,16,10,6,10.5,94.6,118.4,-23.8,4.1,4,8.5,7.5,20.4,13.5,2.1,45.9,48.3,12.4,89.84,5.2,315
40,James Jones,MIA,33,15,10,5,8.4,125.2,108.5,16.7,5.6,0,10.9,3,7.9,5.5,0,63.8,64.1,15.5,91.04,6.8,242
40,Thabo Sefolosha,OKC,30,15,6,9,15.7,104.9,108.5,-3.6,6.1,1.43,13.5,3.1,10.2,6.7,9.5,47.3,49,11.9,96.16,6.2,472
42,Aron Baynes,SAS,27,14,11,3,7.2,113.7,91.8,21.9,0,0,0,12.6,16,14.5,19.4,50,56.3,15.6,97.31,7.2,204
43,Blake Griffin,LAC,25,13,6,7,36.8,114.3,111.8,2.5,18,1.61,14,7.2,13.8,10.3,8.7,50.2,55.4,27.7,95.98,13,954
43,Chris Paul,LAC,29,13,6,7,36.3,117.6,108.8,8.7,42.7,3.44,34.3,2.5,10,6,10,54.8,58.3,23.4,96.29,15.5,944
43,Danny Granger,LAC,31,13,6,7,10.3,110,96.1,13.9,3.1,1,6.1,1.4,11.9,6.7,6.1,33.8,38.7,15.3,98.24,1,270
43,Darren Collison,LAC,26,13,6,7,19.2,106.7,111.3,-4.6,19.5,2.58,20.3,3.7,6.5,5.1,7.8,39.4,50.1,21,100.35,8.9,520
43,DeAndre Jordan,LAC,25,13,6,7,34,111.8,111.7,0,3.2,0.43,7.6,9.5,29.4,18.9,17.6,73,64.8,12,95.83,10.9,876
43,Glen Davis,LAC,28,13,6,7,12.2,102.2,101.2,0.9,8.8,1.29,15.8,8,12.4,10.2,12.3,61,61,13.3,98.66,8.6,323
43,JJ Redick,LAC,30,13,6,7,27,116.9,109,8,8,1.46,11,1.1,5.6,3.2,7.5,55.6,59.9,18.6,97.42,8.8,714
43,Jamal Crawford,LAC,34,13,6,7,24,110.7,109.8,0.9,13.8,1.73,11.5,1.5,4.4,2.9,6.6,47.7,53.1,27.6,98.99,9.8,646
43,Matt Barnes,LAC,34,13,6,7,31.1,111.4,111.2,0.2,7.9,1.35,14.7,5.2,9.9,7.4,10.9,50.9,52.9,14,97.45,5.4,817
52,Alan Anderson,BKN,31,12,5,7,21.8,101,104,-3,9.9,1.5,16,4,9.6,6.7,10.6,47.6,50.8,14,91.67,5.1,496
52,Andray Blatche,BKN,27,12,5,7,14.3,106.4,100.6,5.8,4.3,0.4,4.6,15,24.8,19.5,11.5,44.8,54.1,22,92.27,12.5,329
52,Chris Copeland,IND,30,12,6,6,6.8,113.6,96.9,16.8,1.9,0.2,2.7,1.5,4.8,3.3,13.5,53.6,56.3,20,96.29,3.4,169
52,Deron Williams,BKN,30,12,5,7,35.7,110.6,105.6,5.1,27.2,2.59,26.1,1.8,8.6,5.1,10.1,45.4,50.6,22.5,88.19,10,782
52,Evan Turner,IND,25,12,6,6,12.4,85.3,109,-23.7,23.2,1.73,28.4,0,18.4,9.3,16.4,48.6,52.4,15.1,94.58,10.3,300
52,Joe Johnson,BKN,33,12,5,7,39.1,108.9,107.5,1.4,14.1,1.84,13.6,2.2,9.1,5.6,7.4,59.2,62.6,23,88.3,13.9,864
52,Kevin Garnett,BKN,38,12,5,7,20.8,107.8,106.7,1,10.3,1.23,15.5,8.4,26.6,17.3,12.6,52.4,56.8,16.6,88.86,13,464
52,Mirza Teletovic,BKN,28,12,5,7,18.3,107.7,109.5,-1.9,2.5,0.6,3.2,6.8,13.1,9.7,5.3,55.5,56.7,19.5,87.46,10.4,403
52,Paul Pierce,BKN,36,12,5,7,30.7,107.7,107.8,-0.1,11.4,1.2,12.9,1.3,16,8.6,10.8,53.9,57.3,21.3,89.59,9.9,686
52,Shaun Livingston,BKN,28,12,5,7,27.1,105.8,115.8,-10,21.2,1.82,24.1,2.9,11.8,7.4,13.3,51.7,56.7,18.6,89.18,8.1,603
62,Andre Miller,WAS,38,11,6,5,9.8,97,101,-4.1,16.1,1.13,14.5,2,9.6,5.7,12.9,47.6,48.9,23.7,87.2,7.1,197
62,Bradley Beal,WAS,21,11,6,5,41.6,102.1,99.6,2.5,19.8,2.17,18.7,3.4,9.1,6.2,8.6,48.6,53.1,22.4,88.35,12.4,844
62,Damian Lillard,POR,23,11,5,6,42.3,111.5,111.8,-0.3,24.8,2.4,22.6,2.5,9.1,5.8,9.4,51.1,57.8,23.1,94.59,13.3,913
62,Jeremy Lamb,OKC,22,11,6,5,9.1,98,104.5,-6.6,12.7,2.33,13.2,3.9,11.9,7.8,5.7,42.9,45.7,20.7,94.84,10,199
62,John Wall,WAS,23,11,6,5,38.1,101.8,97.6,4.2,32.4,2.17,25.3,1.2,9.3,5.2,11.7,38.7,46.2,25.2,89.86,11,784
62,LaMarcus Aldridge,POR,28,11,5,6,40.1,109.9,111.7,-1.8,6.7,0.84,5,6.6,19.1,12.9,6,45.6,50.9,29.9,94.63,14.1,869
62,Marcin Gortat,WAS,30,11,6,5,34.7,102.3,97,5.3,7.1,0.8,9.2,9.4,19.5,14.4,11.6,49.2,52.6,19.2,88.56,12.6,707
62,Martell Webster,WAS,27,11,6,5,17.8,95.2,100.5,-5.4,4.1,1.25,9.3,2,11.4,6.5,7.4,43.9,46.7,11.5,90.93,5.3,373
62,Nicolas Batum,POR,25,11,5,6,41.7,108,111.5,-3.5,18,1.89,23.1,2.1,15.5,8.8,12.2,54.6,56.2,16.6,95.5,12,915
62,Perry Jones III,OKC,22,11,5,6,5,84.1,116.7,-32.6,3.1,1,5,5.3,10.9,8,5,47.2,47.2,16.1,93.69,2.9,107
62,Rasual Butler,IND,35,11,6,5,6.4,103.6,115.4,-11.7,2.1,1,5.6,0,12,5.5,5.6,56.7,59.8,11.3,91.44,6,137
62,Robin Lopez,POR,26,11,5,6,33.4,107,116.4,-9.4,3.6,0.82,7.3,12.1,14.6,13.3,8.9,48.9,53,13.6,93.67,7.7,714
62,Thomas Robinson,POR,23,11,5,6,11.1,101.6,105.1,-3.5,7.3,1.2,13.3,7.5,13.4,10.5,11.1,41.9,46.9,13.6,99.5,5.8,249
62,Trevor Ariza,WAS,28,11,6,5,37,100.8,97.8,3,7.9,1.36,12.3,5,19.2,11.9,9.1,59.7,62.6,15.2,89.57,14.8,760
62,Wesley Matthews,POR,27,11,5,6,38.7,107.6,112.8,-5.3,5,0.64,7.5,1.6,8.2,4.9,11.8,49.3,53.3,17.6,95.62,5.2,847
77,Andrei Kirilenko,BKN,33,10,4,6,14.4,113.1,106.3,6.8,9.9,3.33,27.8,7.7,11.1,9.3,8.3,46.7,55.6,8.3,89.2,7.9,267
77,Drew Gooden,WAS,32,10,5,5,14.6,105.9,89.1,16.8,4.3,1,8,13.1,15.5,14.2,8,36.8,40.9,14.2,89.91,3.9,272
77,Garrett Temple,WAS,28,10,5,5,0.9,92.6,122.2,-29.6,0,0,0,0,0,0,33.3,125,125,9.7,176.57,-2.2,27
77,Marcus Thornton,BKN,27,10,5,5,12.4,108.8,122.7,-13.9,1.4,0.5,1.5,5.3,12.2,8.3,3.1,43.5,47.6,23.4,88.2,7.4,228
77,Mason Plumlee,BKN,24,10,5,5,11.4,97.6,112.6,-14.9,2.9,0.22,5.6,5,16.1,10.8,25,43.8,46,14.8,89.53,-0.3,211
77,Nene,WAS,31,10,5,5,32.5,97,100.5,-3.5,15.9,1.53,13.5,2.6,14.8,8.6,8.8,46.4,45.8,24.3,89.03,8.7,599
77,Toney Douglas,MIA,28,10,4,6,2.9,105.4,119.6,-14.3,27.8,5,31.3,3.1,11.1,6.8,6.3,50,50.6,16.9,92.07,7.2,56
84,Joel Freeland,POR,27,9,3,6,2.7,78.3,87.5,-9.2,10,0.25,11.1,14.3,12.5,13.3,44.4,0,12.9,15.1,93.26,-12.6,46
84,Trevor Booker,WAS,26,9,6,3,16.2,97.7,103.8,-6.1,9.3,2.67,18.6,10.4,16,13.1,7,44.8,47.4,11.4,87.22,7.3,265
86,Dorell Wright,POR,28,8,4,4,10.9,96.7,118.4,-21.7,5.7,0.6,8.8,2.2,14,8.4,14.7,47.4,56.6,15.3,100.38,8,181
86,Mo Williams,POR,31,8,4,4,23.4,104.7,117.2,-12.5,12.1,1.07,16.3,1,5,3,15.2,41.5,46.2,17.8,98.94,1.8,387
88,Al Harrington,WAS,34,7,3,4,8.5,83.5,99.2,-15.7,0,0,0,1.7,25.9,13.8,18.2,40,47,16.8,97.01,4.6,121
88,Amir Johnson,TOR,27,7,3,4,27.3,102.5,113.2,-10.7,7.5,0.58,9.2,8.8,15.6,12.1,15.8,65.4,67.2,16.6,90.92,10.3,361
88,Andre Iguodala,GSW,30,7,3,4,35.5,108.9,115.9,-7,19.1,1.48,24.2,2.1,11.7,6.9,16.4,58.1,60.1,17.3,95.74,9,493
88,Beno Udrih,MEM,31,7,3,4,16.4,101.8,100,1.8,20,1.33,16.7,1.5,9.2,5,12.5,51.1,54.2,22.7,91.63,10.1,219
88,Courtney Lee,MEM,28,7,3,4,32,102.8,109.6,-6.8,7.3,1.83,12.9,1.3,5.3,3.2,7.1,46.7,51.5,15.3,91.3,4.7,425
88,David Lee,GSW,31,7,3,4,31.1,111.6,109.3,2.3,12.9,1.06,14.9,11.8,19.1,15.5,14,53.2,56.8,20.3,97.15,10.7,440
88,DeMar DeRozan,TOR,24,7,3,4,40.3,107.6,111.3,-3.7,16.7,1.39,12.8,1.2,9.7,5.5,9.2,41,55,28.3,89.32,12.3,526
88,DeMarre Carroll,ATL,27,7,3,4,35.1,97.2,101.3,-4,8.8,1.38,15.3,4.7,9.5,7,11.1,56.1,57.6,11.5,92.07,6.5,471
88,Devin Harris,DAL,31,7,3,4,25.2,105.9,107.6,-1.7,23.7,2.45,25.2,0.5,10.2,5,10.3,55.3,57.5,19.8,96.5,10.9,355
88,Dirk Nowitzki,DAL,36,7,3,4,37.5,106.2,113.2,-7.1,6.9,0.73,6.6,1.8,23.5,11.3,9,43.3,48,26.2,94.34,9.8,518
88,Draymond Green,GSW,24,7,3,4,32.5,114,108.3,5.7,12.6,1.18,18.5,8,18.1,13,15.7,53.3,58.8,16.4,98.3,9.9,463
88,Ed Davis,MEM,25,7,3,4,3.6,97.8,86,11.8,0,0,0,26.7,25,25.9,16.7,30,28.7,19.7,92.6,12,46
88,Elton Brand,ATL,35,7,3,4,11.6,95.5,109.1,-13.7,12.8,0,30,8.8,20.3,14.5,0,16.7,28.2,8.3,93.95,6,154
88,Greivis Vasquez,TOR,27,7,3,4,27.1,108.2,96.1,12.1,33.6,3.6,31.6,1.7,12,7.1,8.8,50,52.2,18.9,91.85,12.3,367
88,Harrison Barnes,GSW,22,7,3,4,22.2,113.8,113.3,0.6,7.3,1.6,11.8,4.3,12.4,8.4,7.4,47.9,50,15.3,101.19,6.1,325
88,Hilton Armstrong,GSW,29,7,3,4,2.4,90.5,134.9,-44.4,20,0.5,13.3,11.5,5,8.7,26.7,50,45,24.1,120.67,-3.9,42
88,Jae Crowder,DAL,23,7,3,4,11.6,108.1,103.1,5,3.2,0.67,8.7,4.9,12.5,8.3,13,52.8,52.8,11.2,95.35,2.6,161
88,Jared Dudley,LAC,28,7,2,5,6.4,113.5,117.6,-4.1,6.5,0,15.4,0,11.8,6.3,0,40.9,40.9,11.3,97.05,3,89
88,Jeff Teague,ATL,26,7,3,4,34.6,96.6,101.7,-5.1,34.7,1.67,18.7,2,9.1,5.4,11.2,43.3,52.1,29,93.33,13.5,470
88,Jermaine O'Neal,GSW,35,7,3,4,12,85.4,119.9,-34.5,2.7,0.25,2.4,13.3,14.6,14,9.8,56.3,59.1,19.4,96.52,12,171
88,Jonas Valanciunas,TOR,22,7,3,4,28.6,100.5,113.8,-13.2,2,0.11,2.5,10.4,27.7,18.9,24.1,63.3,64.8,17.9,88.71,12.2,371
88,Jose Calderon,DAL,32,7,3,4,27.3,111.1,111.5,-0.4,23.3,4.43,30.1,1,4.3,2.5,6.8,54.6,55,16.4,94.59,7.6,379
88,Klay Thompson,GSW,24,7,3,4,36.7,108.7,113.8,-5.1,15.4,1.67,16.7,1.6,8,4.8,10,49,53,21,96.29,7.4,517
88,Kosta Koufos,MEM,25,7,3,4,6.5,100,95.7,4.3,7.1,0.67,8.7,12.5,18.2,15,13,43.8,50.7,18.6,97.74,12.1,91
88,Kyle Korver,ATL,33,7,3,4,35.7,101.6,98.6,3.1,3.9,0.45,6,0.8,14.6,7.4,13.1,62.9,65.9,14.4,93.04,10.4,485
88,Kyle Lowry,TOR,28,7,3,4,38.8,106.4,107,-0.6,23.4,1.65,18.1,3.5,9.9,6.6,11,48.2,56.7,25.2,90.93,12,516
88,Lou Williams,ATL,27,7,3,4,19,99.2,102.6,-3.4,11.8,0.62,10.3,0,12.7,6,16.7,43,50.8,24.6,94.5,8,256
88,Marc Gasol,MEM,29,7,3,4,42.8,100.9,107,-6.1,18.1,2.58,17.8,4.3,14.3,9.1,6.9,40.5,46.2,22.3,90.71,10.6,563
88,Marreese Speights,GSW,26,7,3,4,9.7,102.1,108.8,-6.6,8.6,1.5,6.5,11.1,18.3,14.5,4.3,52.8,53.3,24.2,97.81,13.1,140
88,Mike Conley,MEM,26,7,3,4,38.1,99,105.1,-6.1,36.7,3.67,30.1,1.8,10.2,5.9,8.2,44.6,48.9,22,91.94,14,511
88,Mike Miller,MEM,34,7,3,4,24.7,99.1,107.5,-8.4,8.8,1.8,15,1.1,14,7.3,8.3,52.4,55.5,13,93.19,7.5,338
88,Mike Scott,ATL,25,7,3,4,20.9,102.1,100,2.1,4,1.5,4.1,2,10.6,6.2,2.7,44.4,47.7,22.2,95.85,6,290
88,Monta Ellis,DAL,28,7,3,4,35.6,103.3,113.9,-10.7,14.1,1.33,11.4,2.2,5,3.4,8.6,45.7,50.8,27.7,94,8.3,488
88,Patrick Patterson,TOR,25,7,3,4,28.5,110,103.1,6.9,7.7,1.5,12.5,6.9,17.9,12.8,8.3,61.5,65.3,14.5,93.73,13.5,390
88,Paul Millsap,ATL,29,7,3,4,38.2,98.2,100,-1.8,16.7,1,11.8,7.4,21.6,14.1,11.8,44.2,53.3,25.9,91.66,15.6,507
88,Pero Antic,ATL,31,7,3,4,24.2,102.8,93.9,8.9,4.9,0.63,8.5,5.4,10.9,7.9,13.6,20.2,24.2,14.3,92.29,-3.5,326
88,Samuel Dalembert,DAL,34,7,3,4,19.3,100.8,112.8,-12.1,0,0,0,15,30.3,21.7,11.4,45.8,52.3,11.7,91.5,10.3,257
88,Shawn Marion,DAL,36,7,3,4,27.6,103.6,111.3,-7.7,10.2,2.6,15.9,6.6,13.1,9.5,6.1,44.1,46.2,15.6,96.31,7.7,386
88,Shelvin Mack,ATL,24,7,3,4,16.9,108.2,97.4,10.8,40.3,4.17,29.8,2.3,8.8,5.4,7.1,51.1,54.5,23,91.55,13.3,220
88,Stephen Curry,GSW,26,7,3,4,42.4,112.8,112.5,0.3,30.7,2.27,27.1,1.4,7.3,4.3,11.9,53.4,59.9,22.8,97.23,13,601
88,Tayshaun Prince,MEM,34,7,3,4,16.1,93.2,101.9,-8.7,8.2,6,18.2,3.5,5.7,4.6,3,40.4,40.4,11.6,89.28,3.2,207
88,Terrence Ross,TOR,23,7,3,4,22.5,105.3,113.7,-8.4,2.1,0.25,3.4,0.7,10.4,5.2,13.6,34,35.6,16.3,91.86,-0.8,303
88,Tony Allen,MEM,32,7,3,4,32.9,104.1,106.5,-2.4,7.6,0.83,9.7,9.5,13.7,11.5,11.7,48.6,52.9,17.9,92.63,10.3,443
88,Vince Carter,DAL,37,7,3,4,27.2,106.2,99,7.2,13.4,2.83,17.3,3.6,10.3,6.8,6.1,56.6,59.3,18.5,97.36,11.6,387
88,Will Barton,POR,23,7,2,5,11.6,86,101.7,-15.7,7,0.5,6.5,5.1,7.9,6.4,13,58.8,61.4,21.9,101.98,11.6,172
133,Brandan Wright,DAL,26,6,2,4,15.1,107.3,102.2,5.1,13.1,4,26.7,5.8,8.8,7.2,6.7,83.3,79.9,11.2,96.12,11.9,179
133,CJ McCollum,POR,22,6,1,5,4,77.6,106.1,-28.6,0,0,0,0,5,1.8,7.7,9.1,16.8,22,98.16,-10.3,49
133,Chandler Parsons,HOU,25,6,2,4,41.7,112.4,114.6,-2.2,9.2,2.8,10.7,2.2,13.6,7.7,3.8,50,52,19.7,93.58,10.2,491
133,DeJuan Blair,DAL,25,6,3,3,13.4,116.6,102.4,14.2,1.7,0.2,2.6,17.9,35.4,25.9,12.8,59.3,61.1,20.2,97.88,17.8,163
133,Dwight Howard,HOU,28,6,2,4,38.6,113.3,114.9,-1.6,8.9,0.58,6.7,11,23.7,17.2,11.5,54.7,58.1,28.2,93.37,17.3,450
133,James Harden,HOU,24,6,2,4,43.9,115.8,114.3,1.5,20.8,1.67,16.6,1.8,9,5.3,10,43.6,51.9,28.2,93.73,11.5,518
133,Jeremy Lin,HOU,25,6,2,4,29.4,108.2,109.7,-1.5,22.8,2,24.3,3.3,7.9,5.4,12.1,45.1,50,18.7,95.36,8.8,352
133,John Salmons,TOR,34,6,2,4,12.8,88.2,117.1,-28.9,11.4,5,21.7,0,8.5,4.2,4.3,35.3,37.3,11,95.07,1.6,152
133,Jordan Crawford,GSW,25,6,2,4,9.4,103.3,110.7,-7.4,6.1,0.4,4.3,5.4,8.1,6.6,10.9,39.4,47.2,28.2,104.04,5.2,123
133,Omer Asik,HOU,27,6,2,4,27.1,115.5,110.2,5.3,3.3,0.36,8.2,12.6,17.7,15.1,22.4,48.5,51,11.7,91.89,4.5,309
133,Patrick Beverley,HOU,25,6,2,4,33.7,112.1,112.7,-0.6,7.9,2.75,15.9,6.4,6.3,6.3,5.8,45,47.8,12.4,94.77,3.9,397
133,Steve Blake,GSW,34,6,2,4,7.5,91.8,120.2,-28.4,6.7,1,12.5,1.9,6.8,4.1,12.5,45.8,44.2,11.4,105.09,2.2,98
133,Terrence Jones,HOU,22,6,2,4,23,110.8,111.5,-0.8,8.5,4,14.5,11.3,14.4,12.8,3.6,51.3,51.9,14.2,96.81,10.1,279
133,Zach Randolph,MEM,32,6,3,3,39.1,95,101.1,-6.1,11.4,1.4,9.6,6.4,15,10.4,6.8,40.4,44.7,25.7,91.22,10.2,443
147,Carlos Boozer,CHI,32,5,1,4,24.2,97.2,109.5,-12.3,7.9,0.71,7.9,7.1,26.7,17.1,11.1,42.6,47.1,23.7,86.71,10.4,217
147,Chuck Hayes,TOR,31,5,2,3,7.5,100,88.6,11.4,8.3,2,16.7,8.7,10.5,9.5,8.3,25,33.8,11.8,91.96,4.7,74
147,D.J. Augustin,CHI,26,5,1,4,28.2,107.4,98.5,8.9,32.9,2.67,21.4,2.7,2.7,2.7,8,34,41.1,28.6,88.35,5.4,258
147,Hedo Turkoglu,LAC,35,5,3,2,8.1,102.6,98.7,3.8,4.5,0,7.1,0,10.9,5.5,0,61.5,61.5,15.1,92.09,14.1,78
147,Jimmy Butler,CHI,24,5,1,4,43.5,101.5,107.6,-6.1,8.5,3.67,13.4,2.8,9.3,6.1,3.7,43.9,50.7,15.4,87.46,7.9,397
147,Joakim Noah,CHI,29,5,1,4,42,99.2,105,-5.8,19.3,1.21,25.3,7.4,23.4,15.5,20.9,51.2,53.6,15.6,86.91,12.2,378
147,Kirk Hinrich,CHI,33,5,1,4,33.5,99.3,108.1,-8.8,24.2,2,24.2,0.6,8.6,4.6,12.1,47.3,47.6,19.5,87.59,5.5,303
147,Mike Dunleavy,CHI,33,5,1,4,32.6,97.3,106,-8.7,13.6,2.4,16.7,3.3,8.2,5.8,6.9,58.5,59.3,17.8,88.09,10.9,297
147,Ryan Hollins,LAC,29,5,2,3,1.9,110.5,111.1,-0.6,0,0,0,11.1,14.3,13,20,25,33.8,23.8,95.97,-4.5,19
147,Taj Gibson,CHI,29,5,1,4,30.7,106.9,102.9,4,2.8,0.25,2.4,13.5,6.2,9.8,9.6,56.1,62.5,24.3,86.84,15.8,276
147,Tony Snell,CHI,22,5,1,4,9.3,100,100,0,8,2,16.7,0,11.8,6.1,8.3,22.2,22.2,9.6,90.38,0.4,86
147,Willie Green,LAC,32,5,2,3,3.9,102.4,112.2,-9.8,10,1,12.5,0,30.4,15.6,12.5,30,42.5,15.2,103.01,11.7,42
159,Anthony Tolliver,CHA,29,4,0,4,5.2,102.2,122.2,-20,7.7,0,25,4.8,17.6,10.5,0,75,90.4,6,105.49,9.1,46
159,Chris Douglas-Roberts,CHA,27,4,0,4,17.4,101.5,113.2,-11.6,6.3,0.5,7.1,3.2,10.9,6.8,14.3,81.3,85.7,18.2,89.14,11.5,130
159,Cody Zeller,CHA,21,4,0,4,13.2,90.5,121.9,-31.4,6.3,1,13.3,11.1,9.1,10.1,13.3,33.3,37.2,11.5,95.61,2.6,105
159,Donald Sloan,IND,26,4,2,2,3.9,112.1,110,2.1,25,1.5,21.4,0,8.3,4.2,14.3,35.7,40,32.4,97.68,5,33
