 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
17,Nick Collison,OKC,30,17,9,8,24.3,113.2,102,11.2,5.7,1.15,13.2,12.5,11.6,12,11.4,63.2,66.2,10.7,92.85,9,794
17,Russell Westbrook,OKC,22,17,9,8,37.5,106.9,104.4,2.5,34.1,1.38,18.2,5.8,8.4,7.1,13.1,41.4,49.9,33.9,92.2,12.9,1225
17,Serge Ibaka,OKC,21,17,9,8,28.8,104,107.1,-3.1,1.1,0.14,1.6,10,15.8,12.9,11.2,46.2,51.4,16.7,93.09,8.4,953
17,Thabo Sefolosha,OKC,27,17,9,8,20.3,93.8,99.7,-5.9,6.2,0.8,12,3.6,11.2,7.6,15,49.3,54.3,11.7,93.36,8.1,665
26,C.J. Watson,CHI,27,16,9,7,8.5,89.4,99.2,-9.8,43.7,1.82,28.4,1.6,9.8,5.6,15.6,36.6,41.9,26.4,89.6,9.3,254
26,Carlos Boozer,CHI,29,16,9,7,31.7,106.5,101.4,5.1,9.5,1,10.7,7.7,25.1,15.9,10.7,43.3,49.4,20.8,88.26,12,940
26,Derrick Rose,CHI,22,16,9,7,40.6,105.9,100.1,5.8,39.8,2.08,20,3,8.1,5.4,9.6,43,49.9,34.4,87.95,15.7,1196
26,Joakim Noah,CHI,26,16,9,7,33.1,107.4,100.9,6.5,12.1,2.11,19.5,12.6,19.5,15.9,9.3,41.1,47.5,14.2,88.43,10.4,973
26,Keith Bogans,CHI,31,16,9,7,19.2,102.5,97.7,4.8,6.5,1.71,13.3,1.2,5.6,3.3,7.8,58.7,57.9,11.6,87.57,5.1,560
26,Kyle Korver,CHI,30,16,9,7,17.2,108.5,103.9,4.6,9.7,1.06,12.8,0.4,7.6,3.8,12,50,51.9,18.9,90.46,4.4,529
26,Luol Deng,CHI,26,16,9,7,42.9,106.3,99,7.2,11.1,1.65,13.1,3.9,12.2,7.9,8,47.4,52.5,18.9,87.95,11.3,1261
26,Ronnie Brewer,CHI,26,16,9,7,16.3,95,97.3,-2.3,10.4,3.75,20,2.7,10.4,6.6,5.3,51,55.7,10.5,89.03,11.6,481
26,Taj Gibson,CHI,26,16,9,7,17.7,98.1,91.4,6.7,6.3,0.64,8.6,9.4,14.3,11.8,13.3,56.6,57.5,15.7,88.91,12.7,519
35,Omer Asik,CHI,24,15,9,6,9.9,94.8,93,1.8,1.1,0.14,4.2,7.1,14.9,11,29.2,46.2,43.1,7.3,87.23,1.7,267
36,Nazr Mohammed,OKC,33,14,9,5,10.6,102,93.9,8.1,0,0,0,6.4,14,10.5,13.3,41.2,41.7,13.6,96.7,1.7,299
37,Darrell Arthur,MEM,23,13,7,6,15.4,94.6,109,-14.3,6.4,0.58,6.3,6.4,7.6,7,10.8,46.5,49.7,22.9,93.61,7.1,392
37,Greivis Vasquez,MEM,24,13,7,6,10.9,97.9,100.7,-2.8,27.8,2.78,31.3,1.9,11,6.3,11.3,56.1,59.9,16.4,95.82,13.8,284
37,Marc Gasol,MEM,26,13,7,6,39.9,103.6,100.7,2.8,9.4,1.12,12.7,7.9,21.6,14.5,11.4,51.1,56.3,17.4,91.11,14.2,985
37,Mike Conley,MEM,23,13,7,6,39,104.6,104.6,0,28.3,2.77,25.8,1.4,9.1,5.1,9.3,41.8,47.7,21.5,90.64,10,956
37,O.J. Mayo,MEM,23,13,7,6,27.9,110,107.4,2.6,13.4,1.82,16.1,2.8,8.6,5.7,8.8,46.3,50.1,19.6,92.84,7,709
37,Sam Young,MEM,26,13,7,6,19.7,94.7,98.8,-4,1.4,0.25,1.8,2.7,10.2,6.1,7.1,46.4,47.8,19.5,92.56,6.4,494
37,Shane Battier,MEM,32,13,7,6,26.1,104.2,103.4,0.9,6.6,2.5,16.5,4.8,10.4,7.6,6.6,50,51.5,9.8,93.3,6.6,664
37,Tony Allen,MEM,29,13,7,6,26.9,98.9,103.1,-4.2,10.1,0.83,12.1,4.3,7.2,5.7,14.5,43.1,47.9,18.9,91.56,5.1,658
37,Zach Randolph,MEM,29,13,7,6,39.6,105.1,104.4,0.7,11.3,1.15,9.5,8.4,20.5,14.3,8.2,45.1,53.4,26,90.47,15.6,972
46,Al Horford,ATL,25,12,6,6,39,100.7,107.7,-7,16,2.47,20.1,5.8,20.6,13.3,8.1,42.3,45.8,17.8,85.92,11.2,834
46,Jamal Crawford,ATL,31,12,6,6,29.8,99.5,107.6,-8,16.3,1.88,13.8,0.3,4.3,2.3,7.3,46.1,52.1,24.9,88.5,10,661
46,James Jones,MIA,30,12,9,3,22.7,110.2,97.2,12.9,1.3,0.5,3.3,1.2,9.8,5.8,6.7,63.7,68.8,10.1,88.87,7.5,502
46,Jason Collins,ATL,32,12,6,6,13.2,90.7,96.2,-5.4,1.1,0.2,4.2,4.3,6.9,5.7,20.8,64.3,59.9,7.4,86.17,-1,281
46,Joe Johnson,ATL,30,12,6,6,41.4,100,106.7,-6.7,15.9,1.29,14,3.9,7.9,5.9,10.9,48.5,52.2,24.4,85.45,10.8,885
46,Josh Smith,ATL,25,12,6,6,36.5,98.4,101.8,-3.4,15.2,1.35,13.4,4.4,19.8,12.2,9.9,41.2,45.1,25.3,86.58,11.5,790
46,Marvin Williams,ATL,25,12,6,6,18,96.8,104.9,-8.1,4.6,0.5,7.6,4.5,8.5,6.4,15.2,42,46.2,15.5,91.1,4.7,411
46,Udonis Haslem,MIA,31,12,7,5,24.2,103,100,3,5.5,0.82,9.8,5.4,14.6,10.3,12,39.7,43.5,13.8,90.05,5.3,542
54,Juwan Howard,MIA,38,11,6,5,5.5,107.9,111.1,-3.2,2.6,0.5,5.6,5.8,15.6,10.3,11.1,44.4,57.7,12.9,92.26,3.7,114
54,Zaza Pachulia,ATL,27,11,5,6,17.7,102.6,102.3,0.3,10.9,1.44,23.6,9.3,19,14.3,16.4,47.8,59.7,10.4,84.17,7.3,340
56,Andrew Bynum,LAL,23,10,4,6,32,102.3,106,-3.7,4.5,0.4,5.4,11.9,21.6,16.5,13.4,54.3,59.6,21,87.22,13.5,577
56,Derek Fisher,LAL,36,10,4,6,32.5,106.6,107,-0.3,17.1,4.5,29.8,0.3,9.5,4.7,6.6,48.5,53.8,12.2,89.15,7.9,605
56,Kobe Bryant,LAL,32,10,4,6,35.4,108.8,107.8,0.9,18.3,1.06,12,2.5,8.6,5.4,11.3,47.8,53.6,32.5,88.18,11.9,650
56,Lamar Odom,LAL,31,10,4,6,28.6,105.3,105.8,-0.6,13.5,1.4,14,4.7,20.8,12.4,10,48,52.7,20.8,89.16,11.5,531
56,Matt Barnes,LAL,31,10,4,6,13.1,97.1,99.2,-2.1,6.8,0.83,9.6,8.3,14.4,11.2,11.5,42.1,43.8,16,89.92,4.6,244
56,Pau Gasol,LAL,30,10,4,6,35.8,108.1,105.1,3.1,17.4,2.24,20.3,9.7,15.5,12.5,9.1,42.4,49.7,19.6,89.32,10,663
56,Shannon Brown,LAL,25,10,4,6,16.6,101.6,108.9,-7.2,8.2,0.78,8.4,2.9,10.1,6.1,10.8,51.6,53.6,20.8,90.12,8.8,307
63,Brian Cardinal,DAL,34,9,8,1,4.1,106.6,97.4,9.2,7.7,0.67,20,0,8.6,5,30,112.5,102.5,9.8,98.71,2.5,76
63,Delonte West,BOS,27,9,5,4,18.9,86.5,111.3,-24.9,15.2,1,15.8,2.4,8.7,5.4,15.8,54.3,57.4,17.7,89.47,7.9,325
63,Glen Davis,BOS,25,9,5,4,21.3,99.4,114.7,-15.3,7,0.89,11.8,4,13.8,9,13.2,39.1,43.3,14.8,88.05,3.9,355
63,Hamed Haddadi,MEM,26,9,5,4,3.4,111.8,101.5,10.3,0,0,0,8.1,13.5,10.8,13.3,30,43.5,18.3,105.79,2.5,68
63,Jeff Green,BOS,24,9,5,4,19.2,93.2,102.4,-9.3,2.2,0.17,2.7,3.8,10.5,7.3,16,50,54.2,19.5,92.77,6.3,336
63,Jermaine O'Neal,BOS,32,9,5,4,21.9,110.6,93,17.5,5.8,1,12.7,8.8,11.1,10,12.7,48.8,54.3,13.3,90.44,6,369
63,Josh Powell,ATL,28,9,3,6,5.3,108.8,95.8,13,2.8,0.5,8.3,7,10.9,9.2,16.7,55.6,55.6,10.7,93.7,2.8,91
63,Kevin Garnett,BOS,35,9,5,4,36.4,108.8,101.5,7.4,11.7,1.21,12.6,7.3,24.3,16.2,10.4,44.1,47.9,23.1,89.72,13.9,612
63,Metta World Peace,LAL,31,9,4,5,31.9,108.1,107.2,0.9,11.4,2.22,17.1,6.3,9.7,7.9,7.7,50,53.8,16,88.74,8.5,531
63,Paul Pierce,BOS,33,9,5,4,38.2,104.4,103.2,1.2,13.2,1.04,11.9,1.6,11.8,6.9,11.4,53,57.4,25.3,91.06,12.1,652
63,Rajon Rondo,BOS,25,9,5,4,38.4,107.2,99.2,8,40.6,2.61,35.5,3.6,10.6,7.4,13.6,47.7,50.9,21.1,90.63,14.1,654
63,Ray Allen,BOS,35,9,5,4,40.1,108.6,100.1,8.5,10,2.2,14.7,1.6,8,5,6.7,67,70.8,16.9,89.34,14,671
63,Steve Blake,LAL,31,9,4,5,16.2,103.8,101.5,2.3,21.1,4,41.7,0.7,9.8,5.1,10.4,43.5,43.5,8.9,87.8,6.8,262
63,Zydrunas Ilgauskas,MIA,36,9,7,2,11.5,87,120.7,-33.7,6.3,0.33,6.7,13.5,19.8,16.2,20,46.7,49,18.5,89.46,5.1,193
77,Damien Wilkins,ATL,31,8,2,6,4.8,97.3,83.8,13.5,5,0.5,6.3,7.9,10.4,9.3,12.5,53.8,53.8,17,91.53,15.1,73
77,Hilton Armstrong,ATL,26,8,2,6,4.4,95.5,92.6,2.9,4.3,0.5,9.1,10.3,17.6,13.7,18.2,20,32.7,12.5,91.41,1.2,67
77,Jeff Teague,ATL,23,8,3,5,29.8,100.5,106.2,-5.7,21.4,3.5,23.7,0,7.2,3.8,6.8,52.1,57.2,18.9,87.58,11.8,431
80,Eddie House,MIA,33,7,3,4,6.8,97.9,93,4.9,4,0.25,4.5,2.5,8.9,5.9,18.2,32.4,32.4,20.4,98.04,-1.7,95
80,Kurt Thomas,CHI,38,7,4,3,10.6,94.7,110.7,-16,8.6,1,12.5,11,14.3,12.5,12.5,55.6,55.6,11.8,94.01,7.9,150
80,Nenad Krstic,BOS,27,7,4,3,8,86.9,110.6,-23.7,6.3,0.67,14.3,9.8,13,11.4,21.4,62.5,64.4,10,90.53,6.7,107
83,Aaron Gray,NOH,26,6,2,4,14.5,105.9,106.1,-0.1,3.6,0.4,8.7,3.9,23.1,13.5,21.7,69.2,63.6,11.2,92.28,6.3,169
83,Andre Miller,POR,35,6,2,4,32.3,103.3,110.3,-7.1,33.3,2.54,26.8,3.1,8.2,5.8,10.6,52.2,57.4,24,83.83,11.9,337
83,Antonio McDyess,SAS,36,6,2,4,24.2,96,98.9,-2.9,9.9,1.14,14.8,7.9,14.8,11.5,13,41.7,43.5,14.9,90.79,4.8,276
83,Brandon Bass,ORL,26,6,2,4,23.2,89.5,93.3,-3.7,3,0.29,3.8,8.5,9.6,9,13.2,42.1,50.3,17.6,90.7,10,258
83,Brandon Roy,POR,26,6,2,4,23,103.2,112.3,-9.1,23,4.25,24.3,1.5,8.9,5.1,5.7,54.5,56.3,18.7,87.63,10,251
83,Carl Landry,NOH,27,6,2,4,35.4,98.4,109.2,-10.7,5.8,0.5,5.9,5.9,10.3,8.1,11.8,45.6,56.7,22.7,86.1,8.7,381
83,Chris Paul,NOH,26,6,2,4,41.7,105.3,111.2,-5.9,52.7,3.14,36.5,1.4,17.3,9.3,11.6,60.4,67,23.7,87.34,22.4,455
83,Corey Brewer,DAL,25,6,6,0,3.8,95.6,78.3,17.3,7.7,0.5,8.3,0,7.7,4.3,16.7,50,50,21.2,95.06,6.8,45
83,Dwight Howard,ORL,25,6,2,4,42.9,102.4,100.4,2,2.6,0.09,1.9,10.5,26.5,18.4,21.3,63,67.7,28.2,84.76,22.1,458
83,Emeka Okafor,NOH,28,6,2,4,31.3,100,109.1,-9.1,0,0,0,10.3,9.5,9.9,25,64.5,61.4,12.9,85.93,3.7,332
83,Gary Neal,SAS,26,6,2,4,18.5,105.6,114.2,-8.6,7.9,2.5,8.9,1.6,16.3,8.1,3.6,42.4,46.9,20,94.24,7.3,216
83,George Hill,SAS,25,6,2,4,31.5,102.2,109.1,-6.9,12.7,1.75,16.3,2.7,15,8.5,9.3,44,55.4,17.4,91.93,10.8,363
83,Gerald Wallace,POR,28,6,2,4,37.6,105,105.4,-0.5,13.5,1.13,14.8,4.6,22.3,13.7,13,47,56.1,21.6,85.77,13.7,402
83,Hedo Turkoglu,ORL,32,6,2,4,34.9,96.8,94.2,2.6,21,3.14,21.2,0.5,8.7,4.5,6.7,34.6,37.1,18.5,86.28,5.5,375
83,Ian Mahinmi,DAL,24,6,4,2,5.6,97.1,116.4,-19.4,0,0,0,10.3,12.5,11.3,0,60,61.4,12.3,97.09,-5.7,68
83,JJ Redick,ORL,27,6,2,4,20,107.3,103.1,4.2,8.7,0.86,10.2,0,9.6,4.8,11.9,36.9,42.3,19.6,92.48,3.8,234
83,Jameer Nelson,ORL,29,6,2,4,36.1,99.7,93.9,5.8,28.3,3.75,23.6,3,8.5,5.7,6.3,41.5,44.8,20.8,87.61,12.9,396
83,Jarrett Jack,NOH,27,6,2,4,18.6,99.5,107.5,-8,22.8,1.63,21,1,12.7,7.3,12.9,35.3,42.6,22.2,86.44,8.1,202
83,Jason Smith,NOH,25,6,2,4,9.6,103.5,114.3,-10.8,2.4,0,6.3,2,11.5,6.9,0,46.7,46.7,11.9,94.65,2.2,115
83,Kirk Hinrich,ATL,30,6,4,2,28.9,97.5,96.3,1.2,18.4,4,22.2,0.6,7.2,4,5.6,57.7,58.2,15.3,88.89,12.1,320
83,LaMarcus Aldridge,POR,25,6,2,4,43,104,115.4,-11.5,6.4,0.89,5.6,7.2,13.6,10.3,6.3,46.1,49.8,26.5,84.56,10.7,455
83,Marco Belinelli,NOH,25,6,2,4,28.8,96.9,107.4,-10.5,4.1,1,5.5,0,3.4,1.6,5.5,42.9,44.8,19.1,89.83,3,323
83,Marcus Camby,POR,37,6,2,4,27.8,99,102.7,-3.7,7.8,1.6,22.2,12.4,26.3,19.5,13.9,47.7,45.9,8.5,85.01,10.6,293
83,Matt Bonner,SAS,31,6,2,4,20.4,105.1,107.9,-2.8,2.6,2,6.1,5.3,10.3,7.6,3,60,64.6,11.4,93.43,5.7,236
83,Nicolas Batum,POR,22,6,2,4,25.1,103.6,112.6,-9,9,1.14,12.7,0.8,6.6,3.8,11.1,48.9,50.3,18,87.65,5.1,274
83,Quentin Richardson,ORL,31,6,2,4,16.4,103.2,105.3,-2.1,3.2,1,10,3.2,13.5,8.2,10,70,72.4,8.5,91.66,7.3,188
83,Richard Jefferson,SAS,31,6,2,4,29.4,93.8,99.1,-5.3,5,0.83,10.6,1.2,13.1,7.4,12.8,48.4,54.4,11.1,92.97,6.4,340
83,Rudy Fernandez,POR,26,6,2,4,13.5,104.1,102,2.1,9.3,2.5,17.9,2.8,12.8,8,7.1,30.6,38.7,13.7,88.42,4.1,148
83,Ryan Anderson,ORL,23,6,2,4,24.6,109.7,102.2,7.5,3.2,3,8.1,6.9,12.2,9.5,2.7,36.7,42.9,10.3,88.59,4.7,277
83,Tim Duncan,SAS,35,6,2,4,35.3,100,105.5,-5.5,14.8,0.89,14.4,8.5,24.1,16.4,16.2,47.8,50,20.9,91.48,12.5,406
83,Tony Parker,SAS,29,6,2,4,36.8,98.8,103.3,-4.5,30.1,1.55,18.9,0.5,7.4,4,12.2,46.8,53.1,28.5,91.41,12.9,421
83,Trevor Ariza,NOH,25,6,2,4,40.2,103.2,112,-8.7,15.5,2.86,16.8,3.3,15.2,9.3,5.9,45.3,49.1,20.5,86.55,10.6,434
83,Wesley Matthews,POR,24,6,2,4,33.7,102.5,110.1,-7.5,5.5,0.86,7.6,1.1,2.9,2,8.9,54.4,59.7,18,85.17,6.4,359
83,Willie Green,NOH,29,6,2,4,13.9,101.3,111.6,-10.3,8.9,1.33,8.7,1.4,5.1,3.3,6.5,41.7,43.5,24.6,89.67,1.1,157
117,AJ Price,IND,24,5,1,4,16,95.4,105.2,-9.8,18.2,0.86,11.5,2.4,6.5,4.3,13.5,47.1,53.3,26.3,91.82,11,153
117,Al Harrington,DEN,31,5,1,4,13.9,102.2,106.5,-4.3,16.1,1.25,15.2,1.4,8.7,5,12.1,56.8,58.9,17.9,95.75,8.9,139
117,Andre Iguodala,PHI,27,5,1,4,36.4,104.9,110.1,-5.2,30.9,2.43,31.8,3.8,16.1,9.7,13.1,45.2,49,19,86.42,10.7,327
117,Brandon Rush,IND,25,5,1,4,11,108.7,109.2,-0.4,9.7,3,16.7,0,12.5,6.4,5.6,57.7,57.6,12.4,92.14,8.2,103
117,Chris Andersen,DEN,32,5,1,4,14.6,107.7,104.1,3.6,7,1,12.5,7.4,12.7,10.1,12.5,63.6,69.9,13.1,94.34,11.8,142
117,DJ Mbenga,NOH,30,5,2,3,5.2,110.6,117,-6.4,6.7,1,20,9.1,13,11.1,20,100,86.8,7.4,87.16,5.5,47
117,Danilo Gallinari,DEN,22,5,1,4,29.5,104.5,105.8,-1.4,11.9,1.43,14.1,0.7,10.5,5.8,9.9,51.1,56.3,19.2,94.44,7.6,290
117,Danny Granger,IND,28,5,1,4,36.7,95.2,110.1,-15,19.5,2.29,13.6,3,11.3,7.2,5.9,52.2,55.6,24.8,92.5,16.4,351
117,Darren Collison,IND,23,5,1,4,29.2,100.7,107.9,-7.2,22.7,2.22,25,2.6,5.8,4.2,11.3,43.5,46.2,18.4,90.56,8.4,273
117,Elton Brand,PHI,32,5,1,4,37,107.3,108.5,-1.3,2.9,0.75,4,6.5,16.9,11.5,5.3,54.8,57.6,18.6,85.56,10.7,331
117,Evan Turner,PHI,22,5,1,4,19.4,91,102.2,-11.2,8.5,0,9.3,4,18.8,11.4,0,50,51.4,19.1,88.67,14.2,178
117,Gilbert Arenas,ORL,29,5,2,3,16.2,107.3,108.7,-1.4,28.6,2,19.4,5.6,13.2,9.5,9.7,46.4,48.2,28.7,88.54,10,150
117,Ish Smith,MEM,22,5,2,3,2,90.9,113.6,-22.7,40,2,33.3,0,20,9.5,16.7,66.7,66.7,16,107.21,13.2,22
117,JR Smith,DEN,25,5,1,4,15.3,104.5,110.3,-5.8,14.3,0.63,8.1,1.3,13,6.8,12.9,45.6,49.2,32.8,96.97,7.4,154
117,Jason Richardson,ORL,30,5,2,3,30.7,96.7,96.7,0,7.9,2,9.4,3.3,9.6,6.5,4.7,41.2,45.9,18.4,84.84,7.1,270
117,Jeff Foster,IND,34,5,1,4,18.6,110.6,100,10.6,6.9,0.8,16.7,10,15.6,12.6,20.8,58.3,54.8,9.9,88.89,5.9,170
117,Jodie Meeks,PHI,23,5,1,4,24.9,94.6,103,-8.4,5.3,2,10.3,1.4,6.4,3.8,5.1,54.8,58,12.6,90.85,7,239
117,Joe Smith,LAL,35,5,2,3,2.2,95.5,112.5,-17,0,0,0,7.7,0,4.5,0,0,0,8,102.24,-5.9,22
117,Josh McRoberts,IND,24,5,1,4,15.8,100.7,97.5,3.2,14,1.2,15,9.6,13.2,11.3,12.5,33.3,43.3,19.3,94.4,4.7,152
117,Jrue Holiday,PHI,21,5,1,4,37.6,103.5,108.3,-4.7,24.6,2.55,26.9,1.6,8.6,5.1,10.6,50.9,55,19.3,86.8,11.1,341
117,Kenyon Martin,DEN,33,5,1,4,29.6,99.7,107,-7.3,9.9,1.14,10.8,4,20.9,12.6,9.5,48,50.9,20.3,96.55,10.5,295
117,Lou Williams,PHI,24,5,1,4,25.9,95.3,112.7,-17.4,21.4,3.75,19,0,6.3,3,5.1,38.5,44.7,22.9,87.18,8.5,235
117,Manu Ginobili,SAS,33,5,2,3,34.9,102.9,97.9,5,21.4,1.24,16.7,1.3,10.3,6,13.5,50.7,58.5,27.7,93.34,14.4,340
117,Mike Dunleavy,IND,30,5,1,4,14.4,109.9,93.6,16.4,18.2,8,23.5,0,9.4,4.3,2.9,42.5,49.4,15.8,93.82,12.1,141
117,Nene,DEN,28,5,1,4,32.4,100.3,108,-7.7,9.1,1,9.5,8.4,18.3,13.4,9.5,47.8,52.9,21.3,96.13,10.7,323
117,Paul George,IND,21,5,1,4,26.6,94.8,103.5,-8.7,5.9,0.71,10.2,3.6,14.6,9.1,14.3,34.8,41.1,15.2,91.94,6.9,251
117,Raymond Felton,DEN,27,5,1,4,30.4,103.9,112.7,-8.8,26.3,2.1,22.8,0,6.1,3,10.9,40,47.9,20.7,97.05,8,307
117,Roy Hibbert,IND,24,5,1,4,26.3,89.8,106.3,-16.5,4.4,0.23,4.3,10.6,13.4,12,18.8,44.4,49.5,22.2,92.56,6.7,254
117,Spencer Hawes,PHI,23,5,1,4,19.6,109.8,105.6,4.1,13.8,4.5,19.6,5.5,14,9.9,4.3,36.4,37.4,18.3,85.94,5,174
117,Thaddeus Young,PHI,23,5,1,4,25.4,88.1,112.4,-24.4,7.1,0.57,5.3,11.9,9.8,10.9,9.2,41.7,43.7,26,88.58,7.4,235
117,Tony Battie,PHI,35,5,1,4,7.5,80,98.6,-18.6,0,0,0,5,17.8,11.8,11.1,42.9,44.4,11.7,90.32,6.1,70
117,Ty Lawson,DEN,23,5,1,4,33.4,101.5,103,-1.5,20.9,3.17,21.8,4,5.8,4.9,6.9,54.8,62.8,18.2,95.52,14.3,334
117,Tyler Hansbrough,IND,25,5,1,4,32.8,97.2,108.9,-11.7,5.3,0.56,6.1,7.6,8.3,7.9,11,33.3,41.2,20.9,92.28,4.8,316
117,Wilson Chandler,DEN,24,5,1,4,23,99.1,100,-0.9,2.8,0.5,5.3,1.7,16.4,9.1,10.5,29.3,36.4,14,97.37,3.1,233
151,Amar'e Stoudemire,NYK,28,4,0,4,33.4,91,113.1,-22.1,11.3,0.58,8.2,7.1,16,11.1,14.1,38.2,44.2,25.4,92.57,7.1,256
151,Anthony Carter,NYK,36,4,0,4,12.2,91.8,83.3,8.5,22.2,1.5,23.1,3.6,13.6,8,15.4,56.7,59.8,17.2,95.45,17.4,98
151,Carmelo Anthony,NYK,27,4,0,4,38.9,97.3,111.8,-14.5,26.8,1.46,14.2,7.4,20,13,9.7,42.6,50.5,31.9,92.15,15.3,300
151,Chris Johnson,POR,25,4,2,2,4.7,114.7,61.5,53.2,0,0,0,0,17.9,12.5,0,100,106.4,5.4,93.32,14.4,34
151,Danny Green,SAS,24,4,1,3,1.8,100,70,30,50,2,22.2,0,10,4.8,11.1,41.7,41.7,35,123.62,12.5,17
151,DeJuan Blair,SAS,22,4,1,3,12.6,104,91,13,6.7,1,7.4,16.4,7.4,11.9,7.4,33.3,36.6,21.7,94.91,2.6,99
151,Henry Walker,NYK,23,4,0,4,22.3,109.9,107.7,2.2,7,0.57,9.5,5,10.5,7.3,16.7,35,36.7,17.8,91.83,1.6,172
151,Jared Jeffries,NYK,29,4,0,4,21.2,100,106.9,-6.9,2.2,0.33,3.4,12.7,9.1,11.2,10.3,47.8,50.5,13.9,90.74,9.3,160
151,Landry Fields,NYK,23,4,0,4,17.7,89.1,107.1,-18,12.8,1.25,18.5,1.3,5,3.1,14.8,20,19.8,13.8,94.48,-0.5,138
151,Leon Powe,MEM,27,4,1,3,3.5,110.3,141.4,-31,0,0,0,13.3,15.4,14.3,0,25,35.9,28.6,99.07,4.2,29
151,Pape Sy,ATL,23,4,0,4,2.7,100,61.9,38.1,50,3,33.3,11.1,0,5.6,11.1,66.7,63,25,87.46,22.9,19
151,Ronny Turiaf,NYK,28,4,0,4,18.7,93.2,113.7,-20.5,10,1.33,17.4,5.1,9.2,7.1,13,66.7,70.1,11.2,93.84,10.6,146
