 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
9,Kentavious Caldwell-Pope,DEN,30,20,16,4,33.5,117.7,111.5,6.2,6,2.07,13.9,2.1,7.7,4.9,6.7,56.5,59.8,12.5,96.23,6.2,1344
9,Kevin Love,MIA,34,20,12,8,17.9,108,112.1,-4.1,9.6,2.4,15,3.7,27.2,15,6.3,51.7,54.3,16.4,98.59,10.7,739
9,Marcus Smart,BOS,29,20,11,9,34,113.6,109.9,3.7,22.1,2.24,25.4,3.2,8.6,5.9,11.3,55.2,59.2,19.2,96.98,10.1,1371
9,Michael Porter Jr.,DEN,25,20,16,4,32.6,120.3,110.6,9.7,6.2,3.44,10.8,3.2,22.1,12.7,3.1,52.1,54.1,16.9,96.56,9.8,1323
9,Nikola Jokic,DEN,28,20,16,4,39.4,120.2,110.5,9.7,39.5,2.71,25.9,9.2,25.8,17.6,9.5,59.1,63.1,30.1,95.84,21,1582
9,Robert Williams III,BOS,25,20,11,9,20.9,116.5,113.5,2.9,6.4,1.19,14.6,9.5,19.5,14.8,12.3,78.8,78.6,11.7,97.95,11.4,851
23,Christian Braun,DEN,22,19,15,4,13,105.6,108.1,-2.5,6.4,1.1,14.9,5.4,10.3,8,13.5,55.6,57.2,11,96.28,5.8,498
23,Malcolm Brogdon,BOS,30,19,10,9,24.9,116.8,110.4,6.4,17.2,2.89,19.2,2.9,10.7,7,6.6,50.3,53.5,21.6,97.48,9,959
25,Haywood Highsmith,MIA,26,18,9,9,8.9,111,112.2,-1.2,4.5,2.5,10.4,6.3,9.3,7.8,4.2,71.8,72.8,11.8,96.43,8.5,319
26,Anthony Davis,LAL,30,16,8,8,38,114.9,111.2,3.7,10.4,1.21,10.8,6.4,27,17.5,9,53,59.9,23.7,99.92,16.8,1268
26,Austin Reaves,LAL,25,16,8,8,36.2,114.3,108.5,5.8,17.8,2.92,23.1,3.5,7.9,5.8,7.9,56.4,61.6,17.9,99.33,9.9,1200
26,D'Angelo Russell,LAL,27,16,8,8,29.5,113.5,113.4,0.1,22.4,2.55,23.9,2.1,6.9,4.7,9.4,49.5,51.6,21.2,100.36,8,991
26,Dennis Schroder,LAL,29,16,8,8,26.1,111.6,106.2,5.3,15,2.3,25.3,0.7,5.9,3.5,11,46.1,51.2,13.9,99.73,5,865
26,LeBron James,LAL,38,16,8,8,38.7,111.5,110.9,0.6,27.2,2.6,21.7,4.1,19.6,12.3,8.4,54.6,58.4,25.8,100.07,16.5,1293
26,Rui Hachimura,LAL,25,16,8,8,24.3,111.6,110.2,1.4,4,1,6,2.3,11.1,7,6,63,66.8,17.6,99.15,10.9,805
32,Grant Williams,BOS,24,15,8,7,17.7,114.5,118.5,-4,9.4,4.5,22.5,4.3,9.2,6.7,5,64.2,66.2,10.3,96.78,6.1,532
32,Jarred Vanderbilt,LAL,24,15,8,7,16.4,106.1,109.1,-3,6.5,0.92,12.6,7.4,10.4,9,13.7,45.8,50.1,13.9,102.93,5,528
32,Sam Hauser,BOS,25,15,9,6,6.9,124,110.9,13.1,4.5,0,11.8,5.2,11.4,8.4,0,48.3,50.2,12.3,100.67,5,217
35,Andrew Wiggins,GSW,28,13,6,7,34,109.9,106.4,3.5,8.1,1.47,10.2,4.8,10.1,7.4,6.9,51.1,53.8,19.8,103.73,8.3,958
35,Donte DiVincenzo,GSW,26,13,6,7,18.1,102.3,111.2,-8.8,21.1,2.12,29.3,4.3,10.4,7.5,13.8,49.2,51.2,14.8,105.07,7.7,518
35,Jordan Poole,GSW,24,13,6,7,21.9,107,109.6,-2.5,22.9,3.07,21.8,1.2,7.8,4.4,7.1,40,44.7,23,105.08,6.1,627
35,Kevon Looney,GSW,27,13,6,7,25,111.6,103.7,7.9,16.7,3.31,33.6,16.4,30,23.2,10.2,57.8,58.4,10.3,103.81,14.9,701
35,Klay Thompson,GSW,33,13,6,7,36,111.7,109.9,1.8,8.8,1.12,10.2,0.2,10.1,5.1,9.1,50.2,52.5,21.8,102.51,7.3,1000
35,Lonnie Walker IV,LAL,24,13,5,8,13.8,109.8,108.4,1.5,9.2,2.75,13.6,0.6,6.3,3.5,4.9,59.2,61.3,17.6,98.97,7.8,367
35,Stephen Curry,GSW,35,13,6,7,37.9,113.6,110.1,3.6,25.8,1.88,17.6,1.7,11.1,6.3,9.3,55.8,58.8,29.9,103.86,14.6,1071
42,Draymond Green,GSW,33,12,5,7,30.6,110.9,112.4,-1.5,28.7,3.04,38.1,4.5,15.8,10.1,12.6,48.9,53.5,14.5,103.21,10.5,789
42,Gary Payton II,GSW,30,12,5,7,16,110.9,118.8,-7.9,7,0.82,11.5,10.4,11.6,11,14.1,70.4,70.7,14.8,102.29,10.3,402
42,Moses Moody,GSW,21,12,6,6,13.4,105.2,109.9,-4.7,7.3,4,13.8,4.1,13.5,8.9,3.4,68.6,72.5,12.8,102.34,11.2,345
42,Troy Brown Jr.,LAL,23,12,7,5,10.4,106.1,111.3,-5.2,12.1,0,28.2,2.9,12.7,8.1,0,39.3,39.3,9.5,102,6.5,263
46,De'Anthony Melton,PHI,25,11,7,4,24.9,107.2,106.5,0.7,10.4,2.25,16.2,5.1,8.1,6.6,7.2,50,51.5,15,94.37,7,539
46,Devin Booker,PHX,26,11,6,5,41.7,116.6,120,-3.4,28.2,2.47,20.9,2.8,8.8,6,8.5,64.9,68.6,28.3,99.53,16.9,949
46,Georges Niang,PHI,30,11,7,4,14.3,102.9,108.1,-5.2,2,0.4,4.7,0,2.8,1.4,11.6,66.7,66.7,11.7,94.62,2.7,311
46,Isaiah Hartenstein,NYK,25,11,6,5,20,106.3,106.8,-0.5,9.2,2.8,28.6,10.2,12.7,11.4,10.2,47.8,56.6,7.1,93.48,7.7,428
46,Jalen Brunson,NYK,26,11,6,5,40.3,113.3,109.5,3.8,26.8,2.7,18.1,2,10.3,6.1,6.7,53,58.9,27.7,92.56,16.5,856
46,James Harden,PHI,33,11,7,4,38.8,108.7,114,-5.3,37,2.6,27.2,1.4,15.6,8.2,10.5,47.8,53.8,25.7,91.74,13.7,818
46,Josh Hart,NYK,28,11,6,5,32.1,107.1,110.2,-3.1,10.9,1.14,16.2,4.9,18.1,11.3,14.2,53.2,55,14.9,93.11,8.8,686
46,Kevin Durant,PHX,34,11,6,5,42.3,118.2,118.6,-0.4,19.1,1.56,16.7,1.6,19,10.6,10.7,51.6,59.9,28.3,99.11,14.6,961
46,Malik Beasley,LAL,26,11,6,5,8.3,98,107.4,-9.4,3.1,1,4.9,2.8,4.5,3.7,4.9,39.7,45,17.3,102.39,2.8,198
46,Mitchell Robinson,NYK,25,11,6,5,27.1,106.5,106.9,-0.4,4.8,0.9,10.8,17.6,15.7,16.7,12,60.4,56.8,10.6,93.97,9,584
46,Obi Toppin,NYK,25,11,6,5,15.9,103.8,104.4,-0.6,6.9,0.88,8,5.3,16.3,10.6,9.2,52.1,53.3,20,92.98,11.4,338
46,P.J. Tucker,PHI,38,11,7,4,26.7,112.2,114.8,-2.6,7.8,3.2,21.9,6.1,11.7,8.8,6.8,51,51.6,8.7,92.19,5.2,566
46,Paul Reed,PHI,24,11,7,4,14.3,112.4,110,2.4,6.6,1.17,13,17.9,22.4,20.1,11.1,57.9,62.1,13.4,91.64,13.3,299
46,RJ Barrett,NYK,23,11,6,5,34.3,106.6,109.6,-3,15.5,1.24,12.4,1.3,11.8,6.3,10,49.4,55,25.6,93.03,10.8,731
46,Tobias Harris,PHI,30,11,7,4,35.6,111.6,113.5,-1.9,7.9,2.25,10.8,4.2,16.7,10.3,4.8,57.8,59.7,16.9,92.83,10.8,760
46,Torrey Craig,PHX,32,11,6,5,16.7,114.4,112.1,2.3,4.3,2,10.3,4.1,9.7,7,5.2,70,72.5,12.2,101.02,8,382
46,Tyrese Maxey,PHI,22,11,7,4,38.5,110.7,110.7,-0.1,10.3,3.13,10.6,2.1,10.7,6.4,3.4,51.6,55,22.3,93.25,10.2,824
63,Deandre Ayton,PHX,24,10,6,4,31.9,115.5,118,-2.5,4.3,0.59,6.8,9.6,21.3,15.6,11.6,55,55.3,18.6,99.25,8.8,659
63,Jonathan Kuminga,GSW,20,10,5,5,6.1,96.8,117.9,-21.1,16.1,1.25,13.5,6.1,7.2,6.7,10.8,60.4,60.8,21.8,97.65,10.2,126
63,Josh Okogie,PHX,24,10,6,4,17.5,109.3,122.3,-12.9,9.6,4.33,22,6.8,5.1,6,5.1,40.5,48,11,99.64,4.1,364
63,Julius Randle,NYK,28,10,6,4,33,109.5,108,1.5,19.4,1.03,14.9,5,19.9,12.4,14.5,43.2,48.5,27.4,93.13,10.5,642
63,Landry Shamet,PHX,26,10,6,4,18.4,114,118,-4,7.6,2.75,17.7,1.8,7.7,4.9,6.5,50,51.3,12.1,101.87,3.7,386
63,Payton Pritchard,BOS,25,10,6,4,5.7,123.7,115.7,8,28.9,2.2,28.2,0,13.6,5.9,12.8,63.6,66.1,20.9,96.88,12.8,114
63,Wenyen Gabriel,LAL,26,10,6,4,3.7,86.4,101.3,-14.8,0,0,0,15.7,2.7,10.2,15.4,40,44.2,12.7,103.57,1.2,81
70,Joel Embiid,PHI,29,9,5,4,37.4,110.2,111.3,-1.1,13,0.69,9.6,4.8,21.6,13.2,13.9,44.8,56.1,30.5,93.39,13.3,655
70,Max Christie,LAL,20,9,4,5,3.7,100,81.4,18.6,13,0,20,2.6,15.8,9.1,0,55,55.3,14.5,103.77,12.5,73
70,Quentin Grimes,NYK,23,9,4,5,26.9,106.9,103.6,3.3,8,1.3,17.8,1.2,8.5,5,13.7,40.2,45.2,10.8,94.9,4.1,479
73,Bismack Biyombo,PHX,30,8,4,4,9.8,112.3,121.4,-9.2,10,1,17.1,12.8,20.7,16.9,17.1,56.3,56.4,15.3,101.38,6.3,163
73,Damion Lee,PHX,30,8,4,4,11.1,113.8,115.1,-1.3,6.8,5,18.5,4.2,9,6.3,3.7,37.5,40.7,10.4,97.17,2.8,181
73,Immanuel Quickley,NYK,24,8,5,3,21.9,100,95,5,7.9,0.89,8.6,1.1,5.8,3.5,9.7,41.7,48.1,20.6,94.37,6.5,346
73,Jalen McDaniels,PHI,25,8,5,3,12.7,107.7,99.5,8.2,7.1,1.67,17.9,3.3,14,8.7,10.7,47.5,47.5,10.1,92.68,4.6,195
73,Luke Kornet,BOS,27,8,5,3,4,119.4,114.9,4.5,0,0,0,13.9,20,16.4,0,93.8,95.7,11,99.73,17.4,67
73,Miles McBride,NYK,22,8,4,4,2.5,61.4,76.6,-15.2,14.3,0,20,0,9.5,4,0,37.5,37.5,8,107.43,6.7,44
73,Omer Yurtseven,MIA,25,8,4,4,2,105.9,111.4,-5.5,10,1,11.1,15.8,10.5,13.2,11.1,28.6,28.6,19,105.61,1.6,34
73,Shaquille Harrison,LAL,29,8,3,5,3.5,100,96.6,3.4,47.4,0,52.9,0,11.1,5.1,0,64.3,63.5,11.8,100.24,16.3,58
81,Alex Len,SAC,30,7,3,4,7.8,123.7,102.5,21.2,2.1,0.14,5,11.1,22.8,16.7,35,77.8,81.6,12.9,104.74,6.3,118
81,Cameron Payne,PHX,28,7,3,4,21.8,108.8,119.3,-10.5,19.4,2.22,25.6,0,9.9,4.8,11.5,59.4,57.8,17.1,96.62,7.2,307
81,Chris Paul,PHX,38,7,4,3,35.8,120.2,112.3,7.9,26.5,7.43,34.2,2.2,11.6,7.2,4.6,46.7,46.9,17.3,98.11,10.1,511
81,Danuel House Jr.,PHI,30,7,3,4,6,87.1,108.8,-21.7,4.8,1,4.3,0,27.3,14.6,4.3,45.2,46.6,23.7,100.53,10.8,85
81,Davion Mitchell,SAC,24,7,3,4,20,97.4,104.2,-6.7,13.8,2,18.2,1.7,3.7,2.6,9.1,48.9,51.4,14.5,106.81,6.7,310
81,De'Aaron Fox,SAC,25,7,3,4,38.5,110.5,113.3,-2.8,32.3,1.93,20.3,3.9,8.8,6.3,10.5,48.8,52.4,30.5,106.74,12.4,598
81,Domantas Sabonis,SAC,27,7,3,4,34.7,104,113.5,-9.5,21.6,1.27,19.4,10.5,16.7,13.5,15.3,50,51.7,22.1,104.22,10.9,528
81,Harrison Barnes,SAC,31,7,3,4,28.1,101.6,113.9,-12.2,3.8,1.67,6.3,4.1,6.5,5.2,3.8,46.7,52.5,14.8,106.49,7.3,432
81,JaMychal Green,GSW,33,7,2,5,7,95.1,113.3,-18.2,12,1.5,10.7,0,8.8,4.4,7.1,50,50,22.9,102.26,2.9,103
81,Jock Landale,PHX,27,7,2,5,16.2,117.5,107.1,10.5,3.6,1.5,7.7,9.7,16.5,13.2,5.1,63,64.8,14.1,96.31,9.7,228
81,Keegan Murray,SAC,22,7,3,4,27.7,106.5,110.8,-4.3,3.5,1.25,7.1,6.3,14,9.9,5.7,55.2,56.1,12.8,106.11,7.6,432
81,Kevin Huerter,SAC,24,7,3,4,26.2,102.7,104.8,-2,6.3,2,9.1,0.4,14,6.9,4.5,40.3,42.4,16.7,104.61,5.1,401
81,Malik Monk,SAC,25,7,3,4,29.3,114.4,108.1,6.3,17.4,1.79,16.2,2.6,13.9,8.2,9.1,47.8,58,24.3,104.41,13.7,450
81,Nikola Jovic,MIA,20,7,3,4,1.8,118.5,100,18.5,0,0,0,6.7,25,16.1,0,25,25,11.8,104.79,7.4,27
81,Trey Lyles,SAC,27,7,3,4,16.8,114.9,104.9,10,5.6,1.67,10,7,24,15.5,6,53.8,54.5,14.7,108.21,10.2,262
96,Anthony Lamb,GSW,25,6,3,3,5.2,80.6,89.2,-8.6,0,0,0,2.9,11.6,7.8,28.6,50,50,9.2,100.68,4.4,67
96,Bogdan Bogdanovic,ATL,30,6,2,4,26.1,119,112.8,6.2,12.5,5,20.3,1.1,10.7,5.6,4.1,69.4,70.1,15.4,101.99,10.3,331
96,Clint Capela,ATL,29,6,2,4,25.2,109.9,117.4,-7.6,2.6,0.75,6.3,8.7,23.5,15.5,8.3,60.5,61.5,12.1,103.35,10.7,324
96,David Roddy,MEM,22,6,2,4,12.6,88.9,109.3,-20.4,8.2,4,11.8,3.6,17.1,9.1,2.9,37.9,39.1,15.4,102.51,5.1,162
96,De'Andre Hunter,ATL,25,6,2,4,37.4,117.2,119.4,-2.2,4,0.78,6.6,2.7,13,7.3,8.5,54.1,55.9,17.9,101.34,6.1,472
96,Desmond Bane,MEM,25,6,2,4,38.6,103.7,109.4,-5.7,14,1.12,11.7,2.7,11.9,7.1,10.4,49.1,54.8,25.9,101.25,10,486
96,Dillon Brooks,MEM,27,6,2,4,27.9,98.9,110.2,-11.4,11.1,1.57,11.2,1.5,9,5,7.1,37.7,39.3,21.8,100.48,1.5,348
96,Ish Wainright,PHX,28,6,1,5,3.5,78.3,95.6,-17.3,0,0,0,0,4.3,2,0,37.5,37.5,7.3,104.09,-0.9,46
96,Jalen Johnson,ATL,21,6,2,4,9.3,113.8,114.4,-0.6,20.5,1.6,21.1,3.6,22.8,13.4,13.2,50,52.3,23.3,101.19,10.4,116
96,Jaren Jackson Jr.,MEM,23,6,2,4,36.7,100.9,108.8,-8,6.8,0.5,7.1,7.9,11.5,9.6,14.2,46.4,54.6,22.2,101.29,8.5,465
96,John Collins,ATL,25,6,2,4,27.4,105.1,107.3,-2.2,4.1,0.56,6.6,3.7,11.3,7.3,11.8,52.5,54.3,17.7,103.69,6.1,354
96,Kessler Edwards,SAC,22,6,2,4,1.2,115.4,58.8,56.6,0,0,0,0,14.3,6.3,0,0,0,0,102.86,5.1,13
96,Mike Muscala,BOS,31,6,3,3,3.5,144.4,112.5,31.9,4.8,1,12.5,14.3,6.3,10.8,12.5,75,78.1,13.2,105.12,7.4,45
96,Onyeka Okongwu,ATL,22,6,2,4,21.9,117.8,121.1,-3.3,6.7,1,16.3,12.9,15.3,14,16.3,62,61.2,11.1,101.74,6,276
96,Reggie Jackson,DEN,33,6,6,0,3,71.1,83.8,-12.7,20,2,40,0,10,5.3,20,75,75,7.5,99.63,12.9,38
96,Saddiq Bey,ATL,24,6,2,4,22.1,118.9,129.4,-10.5,5.5,3,11.5,4.6,14.4,8.9,3.8,46.3,51.2,13.5,103.98,6.3,286
96,Santi Aldama,MEM,22,6,2,4,16.8,104.7,119.3,-14.5,10.4,3.5,16.3,5.6,18.3,11.3,4.7,56.1,57.6,14.6,102.51,10.8,212
96,Shake Milton,PHI,26,6,3,3,3.5,95.1,104.9,-9.8,16.7,2,22.2,0,15,7.9,11.1,60,68,15.6,93.89,15.4,41
96,T.J. Warren,PHX,29,6,4,2,13.4,114.5,108.4,6.1,4.9,3,12,2.5,6,4.3,4,34.2,38.5,12,98.54,2.4,165
96,Terrence Ross,PHX,32,6,2,4,11.5,113.2,118,-4.8,1.7,1,3.4,0,12.7,5.9,3.4,40.7,40.7,16.7,104.46,2.2,151
96,Trae Young,ATL,24,6,2,4,38.3,109.1,116.4,-7.3,43,2.54,24.2,1.9,7.5,4.5,9.5,46.3,52.1,33.5,103.17,13.1,494
96,Tristan Thompson,LAL,32,6,2,4,5.4,101.5,92.2,9.3,8.3,2,12.5,12.1,16.7,14.5,6.3,45.5,41.7,18.7,96.47,8.7,66
96,Tyus Jones,MEM,27,6,2,4,20,98.4,106.5,-8.1,28.2,2.75,32.8,2,11.2,6.4,11.9,34.7,36.2,15.8,98.78,7.7,248
96,Xavier Tillman,MEM,24,6,2,4,30.5,106.7,105.7,0.9,15.7,4.75,27.1,8.1,15.5,11.7,5.7,54.4,55.1,11.8,99.25,10.4,375
120,Anthony Edwards,MIN,21,5,1,4,39.7,117.5,119.8,-2.3,23.6,3.25,15.7,1.7,11.6,6.9,4.8,54.8,60.2,32.8,94.61,16.6,389
120,Bobby Portis,MIL,28,5,1,4,21.5,121.7,119.1,2.6,6.9,1.5,11.5,9.3,33.3,20.5,7.7,54.9,56.7,18,102.01,10.9,226
120,Bones Hyland,LAC,22,5,1,4,16.5,127.4,115.8,11.6,6.6,1,7,1.1,3.6,2.3,7,39.8,44.4,26.2,98.83,3.3,168
120,Brook Lopez,MIL,35,5,1,4,36.3,111.8,119.2,-7.4,4.8,0.55,6.7,7.5,10.3,8.9,12.4,63.4,65.3,19,103.09,10.2,390
120,Caris LeVert,CLE,28,5,1,4,33.9,101.2,108.3,-7.1,13.8,2.6,14.9,2.6,10.9,7,5.7,53.2,54.6,20.1,94.09,10.1,329
120,Cedi Osman,CLE,28,5,1,4,18.6,98.4,110.1,-11.7,9.1,1,12.8,1.1,14.9,8.2,12.8,48,51.8,16.5,95.84,5.2,184
120,Darius Garland,CLE,23,5,1,4,37.7,102.7,107.1,-4.3,22.9,1.39,18.7,0,4.7,2.4,13.4,51.3,56.6,26.5,93.19,9.7,365
120,Dejounte Murray,ATL,26,5,1,4,38.1,111.3,119.4,-8.1,27,3.4,22.7,4,15.5,9.1,6.7,51.5,53.8,24.4,102.73,13.2,407
120,Donovan Mitchell,CLE,26,5,1,4,41.3,106.1,109,-2.8,31.6,1.89,21.6,1.6,10.2,6.2,11.4,49.5,51.8,29.6,91.09,13,393
120,Eric Gordon,LAC,34,5,1,4,29.8,110.7,121.8,-11.1,12.4,3.25,20.3,0.7,4.4,2.4,6.3,52.3,54.7,14.3,101.89,4.8,317
120,Evan Mobley,CLE,22,5,1,4,37.5,101.9,102.2,-0.3,8.5,0.83,13.5,8.5,17.3,13.2,16.2,45.8,47.6,15.6,93,8.9,362
120,Grayson Allen,MIL,27,5,1,4,29.9,113.7,115.7,-2,7.6,2.25,16.1,0.6,7.6,3.9,7.1,63.4,65.8,12.9,103.03,6.7,322
120,Isaac Okoro,CLE,22,5,1,4,14.9,95.2,91.3,3.9,10.3,1,11.8,4.1,4.8,4.5,11.8,56.5,62.4,18,95.62,10.2,147
120,Ivica Zubac,LAC,26,5,1,4,26,108,125.6,-17.6,3.3,0.27,5.8,11.9,28.1,19.4,21.2,56.7,62.1,15.7,101.33,9.8,275
120,Ja Morant,MEM,23,5,1,4,37.4,106.3,110,-3.7,32.4,2.06,20.8,3.5,13.6,8.2,10.1,48.6,52.4,28.7,102.76,13.5,400
120,Jarrett Allen,CLE,25,5,1,4,38.1,105.3,111.8,-6.5,9.5,4,22.2,8.3,11.4,9.9,5.6,61.1,60.8,10.2,91.46,10,361
120,Jaylen Nowell,MIN,23,5,1,4,12.4,102.4,127.9,-25.4,8.3,1.5,9.4,5.8,1.7,3.9,6.3,28.8,29.8,20.1,95.03,-2.1,124
120,Joe Ingles,MIL,35,5,1,4,17.8,116.2,120.9,-4.7,14.3,1.67,25.6,1.2,6.6,3.7,15.4,73.9,73.9,13.6,103.19,7.2,191
120,John Konchar,MEM,27,5,2,3,9.7,80.6,99.1,-18.5,12.1,4,28.6,5.8,13.3,8.8,7.1,22.2,22.2,8.1,103.53,3,103
120,Jrue Holiday,MIL,33,5,1,4,38.1,115.9,115.2,0.7,27.6,3.33,28.2,2,15.8,8.6,8.5,47.1,49.1,21.7,103.05,10.2,410
120,Karl-Anthony Towns,MIN,27,5,1,4,36,107.4,117.9,-10.5,9.9,0.56,9.3,3.5,26.8,15,16.7,50,55.3,25.3,94.14,10.4,349
120,Khris Middleton,MIL,31,5,1,4,34.6,116.8,112.6,4.1,26.1,1.82,21.1,4.1,14.3,9.3,11.6,54.1,60,28,102.91,12.7,370
120,Luke Kennard,MEM,27,5,2,3,21.3,120.3,103.5,16.7,8,7,21.9,4,13.3,8.4,3.1,69.6,72.7,9.5,101.92,9.7,227
120,Mason Plumlee,LAC,33,5,1,4,18.1,124.1,117.7,6.3,13.4,3,27.3,16.7,22.2,19.2,9.1,87.5,92.5,10.9,98.65,14.9,187
120,Mike Conley,MIN,35,5,1,4,36.6,110.4,114.2,-3.7,26,4.57,37.2,1.2,6.1,3.7,8.1,59.5,64,13.3,96,9.5,364
120,Nickeil Alexander-Walker,MIN,24,5,1,4,29.6,111.4,108.1,3.3,6.7,1.75,14.9,0.7,5.7,3.3,8.5,57.1,57.8,12.3,94.83,5.2,289
120,Nicolas Batum,LAC,34,5,1,4,18.3,108.2,123.8,-15.6,8.7,3,22.2,1,14.1,6.5,7.4,57.9,57.9,9.2,101.57,4.6,195
120,Norman Powell,LAC,30,5,1,4,33.5,115,119,-4,10.3,1.38,10.2,2.3,6.9,4.5,7.4,55.9,60.8,24.2,101.4,9.3,354
120,Peyton Watson,DEN,20,5,5,0,2.7,60.7,82.1,-21.4,20,1,14.3,8.3,17.6,13.8,14.3,50,50,20.7,98.37,13.1,28
120,Rudy Gobert,MIN,31,5,1,4,35.4,114.9,119.8,-4.8,8.7,1.25,13,11.6,24.6,18.5,10.4,63,64.8,17.4,94.64,11.3,348
120,Russell Westbrook,LAC,34,5,1,4,38.5,117.8,124.3,-6.5,30.1,1.85,21.5,4.7,16.8,10.4,11.6,45.7,50.9,29.8,99.72,11.4,399
120,Taurean Prince,MIN,29,5,1,4,20,103.4,119.1,-15.8,6.6,0.8,8.7,2.7,4.1,3.4,10.9,48.5,52.8,17.9,99.9,3.7,207
120,Terance Mann,LAC,26,5,1,4,26.6,122.2,115.7,6.5,11.2,1.22,19.3,4.9,7,5.9,15.8,71.2,71.7,14,99.08,6.9,275
120,Vlatko Cancar,DEN,26,5,5,0,2,42.9,81.8,-39,25,0,16.7,0,20,12,0,0,0,22.7,102.55,-4.8,21
120,Zeke Nnaji,DEN,22,5,5,0,2.4,56,76.9,-20.9,0,0,0,0,11.8,7.1,20,62.5,62.5,19.2,100.22,17.2,25
155,Austin Rivers,MIN,30,4,1,3,11.6,88,107.4,-19.4,4,1,10,2,8.5,5.2,10,62.5,62.5,8.8,96.54,7.1,92
155,Cameron Johnson,BKN,27,4,0,4,38,100,113.5,-13.5,14.1,2.2,15.1,1.9,12.8,7.3,6.8,61.8,63.7,19.5,92.01,11.8,293
155,Danny Green,CLE,36,4,1,3,9.9,93.4,106.3,-12.9,4.2,0.5,12.5,5.4,10.4,8.2,25,30,30,8.4,94.09,-0.4,76
155,DeAndre Jordan,DEN,34,4,3,1,3.4,89.7,67.9,21.8,12.5,0.5,14.3,0,20,10.5,28.6,66.7,64.4,15.8,101.28,15.3,29
155,Dorian Finney-Smith,BKN,30,4,0,4,25.1,101.6,108.2,-6.6,4.7,0.6,9.7,6.3,11.5,9,16.1,54.3,54.3,13.4,92.88,5.9,193
155,Ish Smith,DEN,34,4,4,0,2.9,58.3,80,-21.7,20,0,33.3,0,6.7,3.8,0,50,50,8,100.09,3.5,24
155,Jaden Springer,PHI,20,4,1,3,4.2,100,90.9,9.1,0,0,0,0,0,0,16.7,100,92.2,16.7,93.67,11,33
155,Jae Crowder,MIL,32,4,1,3,10.2,102.2,120.9,-18.7,9.4,3,16.7,2.2,8.8,5.1,5.6,23.1,25.2,14.9,106.13,-0.9,90
