 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
48,Ronny Turiaf,MIA,29,12,9,3,10,95.7,93.2,2.5,1.3,0.17,3.3,9.5,15.7,12.8,20,55.6,50.4,11.1,92.36,3.1,230
48,Steve Blake,LAL,32,12,5,7,25.5,100.9,110,-9.1,15.1,1.8,25.2,2.4,8,5.1,14,56.5,57.6,11.3,91.33,7.1,585
56,Blake Griffin,LAC,23,11,4,7,35.7,100.4,105.4,-5,13.6,1.08,10.9,5.3,16,10.6,10.1,50,53.3,27,89.67,12.7,732
56,Chris Paul,LAC,27,11,4,7,38.4,96.5,104.3,-7.8,39.4,2.02,27.8,1.5,13,7.1,13.7,46.6,52.5,25.2,90.64,15.7,799
56,Danny Granger,IND,29,11,6,5,38.2,105.8,97.1,8.7,11.8,0.93,11.2,3.6,11,7.4,12,47.1,50.2,23.6,87.31,9.4,760
56,Darren Collison,IND,24,11,6,5,18.6,91.3,103.5,-12.2,33.7,3,27,1.4,5.9,3.5,9,54.3,59.9,19.9,92.58,17.7,390
56,David West,IND,31,11,6,5,37.8,107,96.4,10.6,9.5,1.29,10.6,5.4,17.4,11.6,8.2,44.6,50.2,20.7,87.22,12.7,754
56,DeAndre Jordan,LAC,23,11,4,7,22.7,96.8,113.1,-16.3,2.5,0.57,6.5,7.9,18.3,12.9,11.3,52.5,49.4,11.2,90.44,6.8,467
56,Eric Bledsoe,LAC,22,11,4,7,17.2,113.1,99.7,13.4,19.5,1.53,21.3,7.5,7.8,7.7,13.9,61.1,62.1,20.9,92.48,12.8,359
56,George Hill,IND,26,11,6,5,31.5,107.7,94.7,13.1,15.8,1.45,17.8,2.7,4.6,3.7,12.2,51.9,59.1,19.5,88.02,11.2,633
56,Kenyon Martin,LAC,34,11,4,7,17.6,96.7,99.7,-3,2.7,0.75,5.7,6.1,12,9.2,7.5,52.4,53.8,12.1,91.45,6.4,369
56,Leandro Barbosa,IND,29,11,6,5,20.3,89,100.5,-11.5,11.5,1.08,13.3,2.1,8.9,5.3,12.4,39,40.2,18.3,91.82,2.8,426
56,Lou Amundson,IND,29,11,6,5,8.6,82.8,105.2,-22.4,4,0.5,6.3,5.6,19.8,11.9,12.5,52.2,52.7,13.6,96,8,186
56,Matt Barnes,LAL,32,11,5,6,16.9,98.3,106.6,-8.2,13.1,1.07,17.4,4.3,12.9,8.6,16.3,31.4,32.1,17.6,93.87,1.7,359
56,Mo Williams,LAC,29,11,4,7,20.8,99.8,99.1,0.7,12.4,1.25,11.8,0.5,3.7,2.1,9.4,50,53.1,22.8,90.44,9.4,437
56,Nick Young,LAC,27,11,4,7,18.2,108.7,97,11.7,2.5,0.43,3.5,0.6,5.6,3.3,8.2,56,60.7,18.7,94.05,7.5,391
56,Paul George,IND,22,11,6,5,33.7,107,97.8,9.2,11.3,1.24,16.9,4.3,16.2,10.3,13.6,44.7,49.9,15.8,88.39,9.7,682
56,Randy Foye,LAC,28,11,4,7,26.4,95.6,110.3,-14.6,9.7,1.42,15.7,1.4,6.9,4.1,11.1,48.6,52.1,14.8,90.36,5.4,548
56,Reggie Evans,LAC,32,11,4,7,18,103.5,98.4,5.2,0.8,0.11,2.3,11.2,30.9,21.4,20.5,53.3,50.6,10.2,89.45,9.5,367
56,Roy Hibbert,IND,25,11,6,5,30.9,106.1,98.1,8.1,6.4,0.55,7.7,13.7,22.3,18.1,14.2,50.5,53.8,19.2,87.09,14.9,618
56,Tyler Hansbrough,IND,26,11,6,5,14.9,93.1,101.9,-8.8,6.6,0.75,8.2,6.9,15.9,10.9,11,34,40.5,18,93.27,4.4,319
75,Avery Bradley,BOS,21,10,6,4,24.8,103,89.1,13.9,4.9,0.8,8.5,1.4,6.3,4.2,10.6,40.4,44.1,16.6,91.7,3.3,473
75,Caron Butler,LAC,32,10,4,6,26.8,88.8,110.1,-21.3,7.3,0.63,7.9,1.5,11,6,12.7,40.2,43.4,20.9,88.94,3.8,499
75,DeJuan Blair,SAS,23,10,6,4,7.6,103.4,111.6,-8.2,4.3,2,6.1,9.9,21.9,16,3,63,62.4,18.7,93.49,13.8,149
75,Sasha Pavlovic,BOS,28,10,5,5,4,84,88.3,-4.3,4.8,0.25,7.1,5,6.1,5.6,28.6,38.9,38.9,15.5,90.55,-0.6,75
79,Devin Ebanks,LAL,22,9,4,5,14,98.8,99.2,-0.4,6.9,3,11.8,4.9,9.5,7.2,3.9,41,43.5,15.4,94.4,5.7,251
79,E'Twaun Moore,BOS,23,9,4,5,2.3,72.5,92.5,-20,37.5,3,23.1,0,13,6.7,7.7,25,28.2,22.2,92.81,3.7,40
79,Juwan Howard,MIA,39,9,7,2,2.6,102,91.5,10.6,0,0,0,0,3.6,2.3,0,28.6,40,17.3,96.81,2.9,49
82,James Anderson,SAS,23,8,7,1,3.9,111.7,125.9,-14.2,12.5,0,23.1,0,16.7,8.5,0,55.6,55.7,14.1,90.7,9.7,60
82,Nazr Mohammed,OKC,34,8,6,2,10.3,94.8,108.5,-13.7,2.4,0.5,4.8,8.3,11.8,10,9.5,50,50.7,11.4,88.91,0.8,153
82,Patty Mills,SAS,23,8,6,2,3.9,104.7,120.3,-15.7,20.8,1.67,26.3,3.6,7.1,5.4,15.8,68.2,68.2,19.2,95.58,10.3,64
85,Al Harrington,DEN,32,7,3,4,23.2,107.2,103.5,3.7,5.5,2,6.6,3.9,12.2,8.2,3.3,38.7,41.7,22.7,92.68,5.9,318
85,Andre Miller,DEN,36,7,3,4,28.5,104.7,103.9,0.7,33.1,2.47,30.7,6.1,10.8,8.5,12.4,45.2,49.6,20.6,92.43,12.8,387
85,Arron Afflalo,DEN,26,7,3,4,32.8,105.8,105.3,0.5,12.3,2.11,17.6,2,7.6,4.9,8.3,43.2,47.1,17.1,90.08,7.1,431
85,Corey Brewer,DEN,26,7,3,4,16.6,100,101.3,-1.3,9.1,3,9.2,4.4,6.2,5.3,3.1,48.1,50.4,21.5,95.22,10,233
85,Dahntay Jones,IND,31,7,3,4,8.3,83.9,110.3,-26.3,10.3,1,11.1,5.5,5.2,5.3,11.1,27.8,40.3,18,94.53,-1.3,112
85,Danilo Gallinari,DEN,23,7,3,4,31.6,101.6,107,-5.4,12.2,1.89,12.9,3.5,11.1,7.2,6.8,38.3,45,22.1,92.41,8.5,426
85,Dante Cunningham,MEM,25,7,3,4,7,78.9,109,-30.1,0,0,0,10.9,11.4,11.1,8.3,36.4,36.4,10.8,95.34,5.7,95
85,JaVale McGee,DEN,24,7,3,4,25.9,107.8,100.9,6.9,4.2,1.25,6.8,11.1,21.3,16.1,5.4,43.4,46.6,16.5,92.29,12,346
85,Kenneth Faried,DEN,22,7,3,4,27.4,102.8,104.9,-2.1,3.3,0.29,4.9,11.8,20.7,16.3,17.1,53.3,55.9,17.6,90.93,12.3,361
85,Marc Gasol,MEM,27,7,3,4,37.3,103.5,98.4,5.1,15.6,1.69,17.7,6.4,13.2,9.7,10.5,52.2,60.3,17.8,89.4,14.2,485
85,Marreese Speights,MEM,24,7,3,4,14.3,85.8,95.9,-10.1,5,0.4,3.8,14,16.2,15.2,9.6,48.8,50.7,22.7,93.5,14.5,197
85,Mike Conley,MEM,24,7,3,4,39.5,104.2,101.2,3,32.1,3.13,32.1,1.5,7.5,4.4,10.3,49.3,55,17.8,86.98,12.5,501
85,O.J. Mayo,MEM,24,7,3,4,23.3,92.3,99.4,-7.1,17.6,0.83,14.2,1.2,15.1,7.8,17,33.1,42,24.3,94.85,5.8,324
85,Quincy Pondexter,MEM,24,7,3,4,16.3,87.3,105.6,-18.3,3.8,0.4,7.1,2.7,12.9,7.5,17.9,72.2,75.1,10.4,91.85,9.9,220
85,Rudy Gay,MEM,25,7,3,4,39.9,104.3,97.7,6.6,7.1,0.48,6.2,3.6,14,8.7,13,43.9,50.5,24.7,88.38,12.3,513
85,Timofey Mozgov,DEN,25,7,3,4,14.1,105.8,105.2,0.6,4.2,0.6,8.1,9.8,11.5,10.7,13.5,48,49.1,15.1,92.71,4.6,190
85,Tony Allen,MEM,30,7,3,4,24.3,110.3,95.1,15.2,4.6,0.5,7.4,5.4,9,7.2,14.7,40,45.7,17,89.98,4.2,312
85,Ty Lawson,DEN,24,7,3,4,34.6,109.7,104.6,5.1,28.2,5.25,25.3,1.5,5,3.3,4.8,55.5,56.7,22,91.37,14.3,464
85,Zach Randolph,MEM,30,7,3,4,35.4,105.7,100.4,5.3,4.5,0.55,5,11.7,18.9,15.3,9.1,42,46.4,21.3,87.17,10.1,453
104,C.J. Watson,CHI,28,6,2,4,27.4,91.5,96,-4.6,33,4.71,31.1,0.6,7.3,3.9,6.6,27.6,33.8,21,88.72,5,305
104,Carlos Boozer,CHI,30,6,2,4,33.4,95.2,98.4,-3.2,15.9,0.78,13.5,4.9,23.8,14.4,17.3,42.2,43.5,26.6,90.3,10.1,378
104,Gilbert Arenas,MEM,30,6,2,4,3.9,86.3,102,-15.8,6.3,1,10,0,4.8,2,10,25,25,14.8,103.78,-11.5,51
104,Jeff Teague,ATL,24,6,2,4,37.4,96.5,98.6,-2.1,19.1,2.5,21.6,1.9,8.8,5.2,8.6,45.9,51.6,19,90.87,9.1,426
104,Joe Johnson,ATL,31,6,2,4,40.5,94.5,96.3,-1.8,16.3,1.31,14.1,2.6,6.9,4.7,10.7,41.7,45.8,25.1,90.01,7.4,455
104,Josh McRoberts,LAL,25,6,1,5,2.7,116.7,92.3,24.4,6.3,0.5,14.3,0,20,12.5,28.6,25,25,15.4,110.5,2.4,36
104,Kirk Hinrich,ATL,31,6,2,4,23.5,89.3,97,-7.7,7.2,3,15.8,2.8,6.4,4.5,5.3,53.3,55.1,10.5,91.82,6.5,272
104,Kyle Korver,CHI,31,6,2,4,15.6,98.4,97.2,1.2,13.8,1.8,24.3,1.1,10.2,5.7,13.5,50,50.3,13,93.86,6.1,189
104,Luol Deng,CHI,27,6,2,4,38,92.3,96.7,-4.4,7.3,0.9,9,3.3,17.7,10.5,10,50.6,51.2,18.4,89.44,12.8,428
104,Marvin Williams,ATL,26,6,2,4,24.1,91.8,98.5,-6.7,6.5,1.67,8.9,3.6,21.1,12.2,5.4,44.4,48,16.8,89.31,10.4,269
104,Metta World Peace,LAL,32,6,2,4,39.3,103.7,107.4,-3.7,10.1,2.8,16.1,1.3,7.6,4.4,5.7,48.3,52.2,14.2,88.32,7.3,433
104,Omer Asik,CHI,25,6,2,4,21.4,90.4,90.5,-0.1,10.1,1,21.1,6,15.4,10.6,21.1,50,46.6,10.9,86.46,5.3,230
104,Richard Hamilton,CHI,34,6,2,4,28.5,94.6,98.7,-4.1,20,2.25,17,4.3,6.3,5.3,7.5,42.9,48.9,23.8,87.54,8.6,313
104,Taj Gibson,CHI,27,6,2,4,22.9,90.6,91.7,-1.2,6.1,1.33,6.3,9.6,16.1,12.8,4.8,45.7,51.2,19,88.77,14.7,254
104,Tracy McGrady,ATL,33,6,2,4,15,81.4,93.1,-11.7,14.3,0.6,13.3,6.3,14.1,9.8,22.2,38.5,43.6,21,85.29,7.6,161
119,Carmelo Anthony,NYK,28,5,1,4,40.8,96.5,113.6,-17.1,13.8,0.79,6.7,7,16,11.3,8.5,43.5,48.9,35.7,87.96,13.3,374
119,Chris Duhon,ORL,29,5,1,4,12.2,93.1,93.3,-0.2,22,1.29,40.9,0,10.9,6.4,31.8,30,25.5,10.2,92.9,3.7,116
119,Cole Aldrich,OKC,23,5,4,1,4.9,87.5,112.8,-25.3,0,0,0,17.9,34.8,25.5,0,44.4,46.5,20,92.18,13.2,48
119,Earl Clark,ORL,24,5,1,4,17.6,84.9,101.2,-16.2,2.2,0.25,3.8,10.3,27.8,19.6,15.4,44.4,47.4,13.4,91.23,13.2,166
119,Glen Davis,ORL,26,5,1,4,38.1,93.2,109.7,-16.5,4.9,0.44,3.6,11.1,12.5,11.7,8,43.8,48.1,27.3,85.53,12.4,339
119,Hedo Turkoglu,ORL,33,5,1,4,32.4,96.2,113.7,-17.5,13.6,1.33,17.9,2.4,6.6,4.4,13.4,42.7,45.8,16.8,84.67,3.4,287
119,Ivan Johnson,ATL,28,5,2,3,10.9,75.2,88.5,-13.2,0,0,0,9.6,18.2,13.3,14.3,31.3,35.7,16.9,92.12,5.6,105
119,JJ Redick,ORL,28,5,1,4,24.7,93.2,102.1,-9,27.6,2.67,22.2,0,3.9,2,8.3,47.7,53.8,21.1,91.08,10.9,234
119,JR Smith,NYK,26,5,1,4,35,96.9,111.2,-14.3,12.6,1,10.8,1.2,6.9,4,10.8,34.9,38.4,24.1,87.84,1.9,320
119,Jameer Nelson,ORL,30,5,1,4,36.3,95.7,111.3,-15.6,39.8,3.3,26.6,0.5,10.2,5.1,8.1,44.6,48.1,24.1,84.96,12.5,323
119,Jannero Pargo,ATL,32,5,1,4,9.3,63.1,94,-31,46.2,2,20,1.8,10,5.3,10,38.1,38.1,24.2,87.02,5.9,84
119,Jared Jeffries,NYK,30,5,1,4,6.7,76.7,104.7,-28,0,0,0,12.5,15.8,14,14.3,16.7,16.7,8.9,88.47,1.9,60
119,Jason Collins,ATL,33,5,2,3,17,92.5,92.7,-0.2,0,0,0,5,10.7,7.7,47.6,54.5,54.5,11.6,91.79,-3.3,161
119,Jason Richardson,ORL,31,5,1,4,29.6,99.2,113.2,-14,6.7,0.83,7.2,2.6,10.8,6.4,8.7,49.1,48.9,21.4,83.31,8.1,256
119,John Lucas III,CHI,29,5,1,4,18.8,94.8,95.3,-0.5,18.4,1.5,16.1,1.9,5.2,3.5,10.7,51.3,52.6,22.3,88.25,9.3,174
119,Josh Smith,ATL,26,5,2,3,39.1,96.7,97.8,-1.1,23.3,1.6,17.5,5.5,32.2,18.8,10.9,38.6,43.2,27.7,89.08,14.9,361
119,Landry Fields,NYK,24,5,1,4,23,89,105.9,-16.9,12.1,0.78,14,3.5,10.6,6.8,18,50,52.8,17.2,91.57,8.4,218
119,Lazar Hayward,OKC,25,5,4,1,3.7,81.6,116.2,-34.6,0,0,0,0,22.2,10.8,25,66.7,66.7,9.8,97.47,6.4,38
119,Mike Bibby,NYK,34,5,1,4,23.6,101.8,111.1,-9.2,17.8,3.25,31.7,2.4,16.5,9.1,9.8,54.3,55.5,10.8,88.41,10.4,218
119,Quentin Richardson,ORL,32,5,1,4,14.8,88.3,87.5,0.8,4.8,0.33,8.7,0,25.3,14.2,26.1,40,40,12.7,93.63,8.7,145
119,Ronnie Brewer,CHI,27,5,2,3,16.5,81.6,88.6,-7,18.8,1.5,28.1,4.5,16.3,10.5,18.8,25,23.1,12.2,91.84,6.6,158
119,Royal Ivey,OKC,30,5,4,1,4.2,78.6,104.9,-26.3,11.1,1,7.1,4,9.1,6.4,7.1,45.5,46.3,27.1,94.86,8.8,42
119,Ryan Anderson,ORL,24,5,1,4,34.4,97.8,106.1,-8.3,4.2,0.44,6.7,5.1,8.4,6.7,15,47.7,51,15.6,87.14,2.9,312
119,Steve Novak,NYK,29,5,1,4,18.9,89.7,111.2,-21.5,0,0,0,3.5,14,8.7,25,66.7,66.7,6.1,87.19,4.3,174
119,Tyson Chandler,NYK,29,5,1,4,33.3,96,108.6,-12.6,4.1,0.27,7.8,12.2,18.8,15.4,29.4,44,49.1,13.5,86.85,6.6,300
119,Willie Green,ATL,30,5,2,3,12.5,64.4,90.6,-26.2,14.3,1.5,16.7,1.3,10.8,5.6,11.1,50,50,10.9,90.08,7.8,118
145,AJ Price,IND,25,4,3,1,1.6,60,150,-90,33.3,0,33.3,8.3,25,12.5,0,50,50,10,99.23,17.5,15
145,Al Jefferson,UTA,27,4,0,4,35.2,88.4,113.4,-24.9,17.2,2,11.9,4.5,20.8,11.8,6,52.9,52.3,23.3,94.39,15.4,277
145,Alec Burks,UTA,20,4,0,4,15.8,82.4,95.9,-13.5,8.8,1,7.5,5.7,10.3,7.6,7.5,25,38.1,23.1,94.42,5.6,125
145,Amar'e Stoudemire,NYK,29,4,1,3,34.8,100,113.4,-13.4,3.9,0.25,4.8,6.5,15.1,10.7,19,55.6,63.1,20.8,87.71,9.6,255
145,Andrew Goudelock,LAL,23,4,1,3,2.6,105.3,105,0.3,0,0,0,0,10,5.3,0,83.3,83.3,13.6,91.42,12.1,19
145,Baron Davis,NYK,33,4,1,3,24.4,89.1,105.8,-16.7,28.3,1,25.5,0,3.8,1.8,25.5,56.5,61.5,19.1,85.47,3.1,174
145,Bobby Simmons,LAC,32,4,0,4,8,109.2,98.4,10.8,0,0,0,0,3.3,1.9,10,61.1,61.1,14.5,97.29,0,65
145,Brandan Wright,DAL,24,4,0,4,6.8,64.9,103.6,-38.7,0,0,0,7.4,12.5,9.8,33.3,40,42.5,14.3,98.91,-0.7,57
145,Brendan Haywood,DAL,32,4,0,4,15.3,106.8,112,-5.2,2.3,0.5,4.8,10.8,11.3,11,9.5,28.6,37.1,14.5,91.96,1.1,118
145,Daniel Orton,ORL,21,4,1,3,2.3,73.7,75,-1.3,0,0,0,0,16.7,9.1,0,0,113.6,10.5,103.29,14,19
145,Darius Morris,LAL,21,4,0,4,2.1,130,77.3,52.7,50,3,33.3,0,0,0,11.1,116.7,105,28.6,120.41,28.6,20
145,DeMarre Carroll,UTA,25,4,0,4,18.2,99.3,101.4,-2.1,6.5,1,12,7.5,12.7,9.6,12,50,50,12.1,92.74,6.3,141
145,Delonte West,DAL,28,4,0,4,22,87.5,115.4,-27.9,20,2.67,20.5,2.2,6.7,4.2,7.7,48.1,53.2,15.3,93.98,8.7,176
145,Derrick Favors,UTA,20,4,0,4,29.1,100.9,102.7,-1.8,2.9,0.4,3.5,10.6,21.6,15.6,8.8,41.7,48.2,19.9,93.76,11,229
145,Devin Harris,UTA,29,4,0,4,30,88.2,108.1,-19.9,24.2,1.25,18.5,0,5.1,2.4,14.8,43.8,48,24.5,94.65,4.7,237
145,Dirk Nowitzki,DAL,34,4,0,4,38.4,104,116.7,-12.7,10.1,0.7,6.3,2.1,17.1,9.2,9,44.8,56,30.1,93.3,14.4,303
145,Enes Freedom,UTA,20,4,0,4,10.7,94.2,91.8,2.4,4.5,0.25,4.8,14,19.5,16.3,19,43.8,42.6,18.2,95.45,6.6,86
145,Erick Dampier,ATL,36,4,1,3,13.6,81,82,-1,0,0,0,10.9,13.2,12,17.6,53.8,55.9,14.5,87.97,8.9,100
