 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
37,Kawhi Leonard,LAC,29,13,7,6,39.3,113.5,110.8,2.7,24.4,2.18,17.4,4.6,19.8,12,8,53.4,59.3,29,98.41,18.4,1046
37,Landry Shamet,LAC,23,13,7,6,18.7,105.6,106.3,-0.6,10,1.31,18.5,0,8.9,4.3,14.1,53.4,54.8,13,101.48,5,516
37,Lou Williams,LAC,33,13,7,6,26.2,118.7,111.8,6.9,22.4,2.62,23.4,2.1,10.2,6.1,8.9,46.6,51.1,22.2,101.95,10,728
37,Marcus Morris Sr.,LAC,30,13,7,6,29.9,116.4,106.6,9.8,7.6,2.33,14.3,2.9,13.6,8.3,6.1,63.1,65.3,14,99.21,9.1,804
37,Montrezl Harrell,LAC,26,13,7,6,18.7,104.7,116.3,-11.6,3.4,0.42,3.8,4.3,11.3,7.7,9.2,57.9,60.8,22,102.16,8.5,514
37,Paul George,LAC,30,13,7,6,36.8,112.1,109.3,2.7,15.7,1.23,14.8,2.9,13.9,8.3,12.1,48.2,53.6,25.4,98.76,9.8,986
37,Robert Williams III,BOS,22,13,7,6,11.5,109.2,102.9,6.3,10,1.43,20,14.9,18.2,16.6,14,74.2,71.3,11.4,100.7,11.6,315
37,Semi Ojeleye,BOS,25,13,7,6,9.4,98.1,100.8,-2.7,1.3,1,3.2,1.6,7.1,4.6,3.2,33.9,36.4,10.5,102.51,1.2,260
37,Terance Mann,LAC,23,13,7,6,2.1,96.8,79.1,17.7,4.5,0.5,12.5,0,21.2,12.7,25,40,40,10.8,113.62,4.5,62
48,Austin Rivers,HOU,27,12,5,7,17.6,108.4,103.4,5,11.6,2,17.6,0.9,13,6.8,8.8,38.5,42.7,15.9,100.12,4.3,439
48,Eric Gordon,HOU,31,12,5,7,34.1,101.7,106.8,-5,15.1,1.5,14.2,1.4,6.5,3.8,9.5,49.1,53.7,23,101.66,8.3,863
48,James Harden,HOU,30,12,5,7,37.3,108.1,104.8,3.4,39.1,2.04,22.3,2.6,12.6,7.4,10.9,56.4,63.6,31.6,98.88,19,923
48,Jeff Green,HOU,33,12,5,7,28.4,109,109.5,-0.5,8.7,1.27,13.2,1.4,17.1,9,10.4,60.7,62.9,16.1,100.28,9.5,712
48,P.J. Tucker,HOU,35,12,5,7,34.5,108.8,105.8,3,6.1,1.5,15.3,5.4,15.6,10.4,10.2,54,54,10.7,98.64,5.9,852
48,PJ Dozier,DEN,23,12,4,8,10.4,109.1,106.3,2.8,14.5,1.5,20.3,1.6,12.9,7.3,13.6,45.5,48.5,16.1,97.94,5.5,253
48,Reggie Jackson,LAC,30,12,7,5,14.2,119,114.5,4.5,8.6,2.2,17.2,1.2,10.6,6.2,7.8,61.5,61.5,13.4,104.06,5.7,364
48,Robert Covington,HOU,29,12,5,7,31.6,103.2,105.8,-2.6,6.9,1.33,12.7,2,14,7.7,9.5,67.4,68.3,12.9,99.56,9.8,780
56,Ben McLemore,HOU,27,11,4,7,11.8,119,102.6,16.4,6.3,2,12.2,1.6,6.7,4.3,6.1,55,55,14.6,100.56,5.3,274
56,Enes Freedom,BOS,28,11,7,4,9.3,121.2,104.2,16.9,10.1,1.75,12.3,18.3,22.2,20.3,7,53.6,53.9,20.9,98.41,10.3,208
56,Fred VanVleet,TOR,26,11,7,4,39.1,106.4,105.9,0.4,29.7,3.45,25.6,1.1,9.6,5.3,7.4,51.3,53.7,22.7,97.93,12.1,879
56,Kyle Lowry,TOR,34,11,7,4,37.6,109.6,104.1,5.5,24.1,2.29,24.4,1.8,15.6,8.5,10.7,49.7,55.9,21.4,97.38,11.9,837
56,Marc Gasol,TOR,35,11,7,4,20.7,102.7,105.3,-2.6,19.3,1.81,25.4,1.6,19,9.9,14,43,46.7,16.4,99.46,6.8,474
56,Norman Powell,TOR,27,11,7,4,24.8,105.5,101.4,4,6.7,1,7.9,1.4,7.7,4.5,7.9,59.6,62.9,20.2,99.61,9,568
56,OG Anunoby,TOR,22,11,7,4,35.7,107.3,106,1.3,4.7,0.81,10,6.3,11.9,9.2,12.3,55.1,57.3,13,98.39,7.3,811
56,Pascal Siakam,TOR,26,11,7,4,38,106.6,103.6,2.9,16.7,1.91,15.8,3.1,15.6,9.3,8.3,42.3,46.2,23.5,97.85,9.3,854
56,Serge Ibaka,TOR,30,11,7,4,22.9,108.7,101.5,7.2,9,1.08,9.2,6.5,23.5,15.4,8.5,67.7,70.2,21.5,101.37,18.2,529
65,Brook Lopez,MIL,32,10,5,5,32.8,107.2,106.1,1.1,2.3,0.42,3.6,5.4,10.8,8,8.8,62.7,64.3,16.8,101.63,9.7,699
65,Donte DiVincenzo,MIL,23,10,5,5,16.5,101.7,102.8,-1.1,12,1.2,14.6,4.8,15.2,9.8,12.2,52,55.2,18.2,104.23,7.6,354
65,George Hill,MIL,34,10,5,5,26.8,104.4,104.7,-0.3,17.4,1.94,24.6,1.8,7.3,4.5,12.7,55.2,60.6,15.1,102.19,8.2,570
65,JR Smith,LAL,34,10,9,1,7.5,91.5,109.2,-17.7,6.3,0.43,8.3,0,3.9,2,19.4,38.5,38.5,18.4,104.77,-3.7,164
65,Khris Middleton,MIL,28,10,5,5,35.5,112.1,105.3,6.8,25.4,1.76,20.8,1.4,17.8,9.5,11.8,45.8,50.7,27.4,100.32,10.5,746
65,Kyle Korver,MIL,39,10,5,5,11.9,105.3,100.8,4.6,1.2,0.2,1.8,0.8,5.7,3.3,9.1,58.5,61.9,17.8,110.55,7.1,281
65,Marvin Williams,MIL,34,10,5,5,17.9,109.4,102.5,6.8,7,3,15,7.1,18.8,13,5,55.3,56.9,12,104.59,9.5,384
65,Matt Thomas,TOR,25,10,7,3,8.4,117.7,96.8,21,10.8,7,24.1,1.2,14.3,7.9,3.4,73.8,73.8,10.8,106.3,10.9,186
65,Pat Connaughton,MIL,27,10,5,5,17.1,105.1,108.9,-3.8,8.7,2.2,21.2,3,18.7,11.2,9.6,54.3,55.7,10.2,105.6,7.7,370
65,Wesley Matthews,MIL,33,10,5,5,24.6,106.4,107,-0.6,5.1,1.29,11.5,2.3,4.8,3.5,9,57,58.6,12.1,101.72,4.5,514
75,Danuel House Jr.,HOU,27,9,5,4,31,109.8,107.2,2.6,7,1.86,11.7,3.4,15.3,9.2,6.3,54.7,56.8,15.3,100.25,8.6,583
75,Eric Bledsoe,MIL,30,9,5,4,29.7,110,106,4,28.6,2.3,28.6,1.7,13.1,7.2,12.4,42.9,48,20.6,101.56,9.5,561
75,Giannis Antetokounmpo,MIL,25,9,5,4,30.8,108.4,104.8,3.6,34,1.7,18.3,9.1,33,20.9,10.8,59.9,61,33.9,104.31,22.3,605
75,Jared Dudley,LAL,34,9,7,2,3.4,74,130.4,-56.5,0,0,0,0,6.9,3.1,33.3,0,0,7.9,110.67,-1.4,73
79,Patrick Beverley,LAC,31,8,4,4,20.8,103.2,99.4,3.8,17.8,2.71,28.4,5.3,15.8,10.2,10.4,61.5,61.3,12.5,98.99,8.7,340
79,Russell Westbrook,HOU,31,8,3,5,32.7,100.5,106.7,-6.1,26.8,1.23,16.7,3.9,18.1,10.6,13.6,45,46.4,30.4,101.51,9.3,552
81,Chris Boucher,TOR,27,7,4,3,6.1,101,108.4,-7.4,3.3,1,7.7,6.3,22,13.5,7.7,36.4,35,11.3,107.48,3.3,96
81,Chris Paul,OKC,35,7,3,4,37.3,100.7,108.1,-7.4,25.3,1.61,20.2,1.1,18,9.4,12.6,56.3,60.4,23.3,102.09,15.5,557
81,Danilo Gallinari,OKC,31,7,3,4,30.3,103.3,113,-9.7,5.2,0.47,6.2,2.3,15.6,8.9,13.3,48.1,56.9,20.8,103.1,10,457
81,Darius Bazley,OKC,20,7,3,4,18,98.1,98.1,0,7.7,1,12.5,1.4,28.8,15.8,12.5,59.7,65,14.2,99.31,15.7,260
81,Dennis Schroder,OKC,26,7,3,4,32.4,107.7,103.8,4,18.9,1.47,15.5,0.9,9.2,5.4,10.6,46.3,50.4,25.7,101.01,8.8,478
81,Donovan Mitchell,UTA,23,7,3,4,37.7,122.6,116.1,6.5,25.2,1.17,13.9,2.6,11.7,7.3,11.8,63.4,69.6,37,93.04,19.5,513
81,Georges Niang,UTA,27,7,3,4,16.3,121.7,119.8,1.9,5,2,7.8,3.9,10.1,7.1,3.9,63.6,64.6,18.1,96.13,8.4,230
81,Joe Ingles,UTA,32,7,3,4,33.5,117.2,111.3,6,19.4,8.25,35.1,0.5,10.3,5.4,4.3,53.7,56.5,11.8,93.93,8.2,464
81,Jordan Clarkson,UTA,28,7,3,4,28.6,116.8,116,0.8,12.6,2.14,12.3,1.1,11.5,6.3,5.7,55.2,57.7,23.9,95.57,10.7,398
81,Juwan Morgan,UTA,23,7,3,4,12.4,123.6,103.5,20.1,6.9,5,23.8,7.7,13.9,11.3,4.8,33.3,34.2,8.2,96.33,3,174
81,Nerlens Noel,OKC,26,7,3,4,13.9,100.9,99.5,1.4,4.5,1.5,11.5,5.2,20.2,13.5,7.7,47.1,49.1,10,104.71,7,213
81,Romeo Langford,BOS,20,7,6,1,6.5,107.2,99,8.3,5.7,1,13.3,0,5.6,3.2,13.3,45,46,12.1,101.05,2.2,97
81,Royce O'Neale,UTA,27,7,3,4,35.5,117.7,121.5,-3.8,10.2,1.46,28.4,1.3,15.2,8.4,19.4,56.3,56.3,8.9,93.53,4.4,486
81,Rudy Gobert,UTA,28,7,3,4,38.6,124.6,119.4,5.2,4.3,0.89,7.3,10.2,22.2,16.4,8.3,64.9,63.8,17.4,93.31,10.5,525
81,Shai Gilgeous-Alexander,OKC,21,7,3,4,39.9,102.5,107.2,-4.6,16.5,1.93,20,1,11.2,6.2,10.3,51.1,56.9,17.5,101.25,10.3,590
81,Solomon Hill,MIA,29,7,3,4,6,119.3,105.4,13.9,8.6,0,25,2.4,12.5,7.8,0,66.7,66.7,9.2,104.14,7.1,88
81,Steven Adams,OKC,26,7,3,4,30,96.8,108.8,-12,7,0.56,10.6,14.4,21.7,17.9,18.8,59.6,58.4,15,101.02,11.9,444
98,Boban Marjanovic,DAL,31,6,2,4,13.7,121.6,112.7,8.9,8.2,1.67,12.2,8,33,21.5,7.3,56.7,60.4,18.4,102.06,14.8,176
98,Dorian Finney-Smith,DAL,27,6,2,4,31.8,107.3,115.4,-8.1,13.8,2.11,23.2,6,11.1,8.5,11,54.8,56.3,13.8,103.99,7,411
98,Luguentz Dort,OKC,21,6,3,3,29.2,97.6,104,-6.4,5.8,0.4,5.8,2.7,8.8,5.9,14.4,44.1,45.4,23.5,102.62,1.5,376
98,Luka Doncic,DAL,21,6,2,4,35.8,109.2,118.2,-9.1,43.7,1.68,21.9,1.8,24.3,13.2,13.1,56.3,59.6,36.5,102.35,18.9,459
98,Maxi Kleber,DAL,28,6,2,4,33.9,106.7,122.6,-16,5.8,2.25,15.5,4.6,14.4,9.3,6.9,39.7,45.2,10.3,103.12,4.2,436
98,Michael Kidd-Gilchrist,DAL,26,6,2,4,9.1,107.6,121.8,-14.3,7,3,14.3,4,7.8,5.9,4.8,35.7,42.1,14,104.12,1.1,119
98,Quinn Cook,LAL,27,6,6,0,4,79.6,147.2,-67.5,50,5,31.3,0,5,2.3,6.3,60,62.3,19.6,105.82,11.8,54
98,Seth Curry,DAL,29,6,2,4,28.8,123,119.8,3.2,6.1,1,11.3,1.2,5.3,3.3,11.3,67.9,69.7,15,104.65,7.5,379
98,Terence Davis,TOR,23,6,3,3,14,116.8,94.2,22.5,10.9,1.17,15.6,2.2,10.4,6.6,13.3,62.1,67,18,109.15,8.8,191
98,Tim Hardaway Jr.,DAL,28,6,2,4,33.9,107.5,125.2,-17.7,8.1,3.67,9.7,1.4,8.9,5,2.7,52.1,53.6,21.3,104.56,6.9,442
98,Tony Bradley,UTA,22,6,3,3,8.1,110.6,90.4,20.2,3.1,0.25,5.9,19.2,25,22.1,23.5,22.2,37.3,14,93.28,9.8,94
98,Trey Burke,DAL,27,6,2,4,26.1,116.4,118,-1.6,10.9,2,14.6,1.2,11.3,6.1,7.3,57.6,58.4,19.1,100.97,9,330
98,Troy Daniels,DEN,28,6,1,5,5,119,97,22.1,10.5,0,13.3,3,6.3,4.6,0,62.5,62.1,16.7,102.45,11.7,63
111,CJ McCollum,POR,28,5,1,4,39.2,103.1,116.2,-13.1,15.1,1.07,11.4,2.3,11.6,6.9,10.7,51,53.4,26.3,102.53,10.5,418
111,Carmelo Anthony,POR,36,5,1,4,35.1,100.3,117.4,-17.1,9.3,0.77,10.3,0.5,13.9,6.8,13.4,47.1,51.2,20.5,103.34,6.1,377
111,D.J. Augustin,ORL,32,5,1,4,25.6,101.1,110.8,-9.7,38,2.5,30.3,0,8.1,3.8,12.1,47.8,58.8,22.3,105.48,11.8,283
111,Dion Waiters,LAL,28,5,3,2,7.6,106.3,114.1,-7.8,7.4,2,12.5,0,5.4,2.7,6.3,33.3,38.8,15.6,99.79,3.3,79
111,Evan Fournier,ORL,27,5,1,4,34.1,101.6,117.5,-15.9,11,1.44,15.3,1.6,10.1,5.6,10.6,45.6,49.6,17.5,105.67,5.5,379
111,Gary Clark,ORL,25,5,1,4,28.7,98.1,109.8,-11.7,7.8,3.5,16.3,2.5,15.8,8.9,4.7,50,52.6,10.6,105.45,7.5,315
111,Gary Trent Jr.,POR,21,5,1,4,30.6,100,113,-13,3.2,0.6,5.4,2.9,3.2,3,8.9,46.7,49.9,13.7,106.39,2,340
111,Gordon Hayward,BOS,30,5,3,2,31.4,117.4,116.4,1.1,12,2,18.7,1.7,12.1,6.3,9.3,47,50.4,15.8,99.38,6.9,327
111,Hassan Whiteside,POR,31,5,1,4,21.2,103.1,112.2,-9.2,2.9,0.33,5.1,6.4,24.8,15.7,15.4,56.3,56.4,14.8,103.37,8,228
111,James Ennis III,ORL,29,5,1,4,23.8,99.6,115.7,-16.1,7.1,1,11.8,4.4,18.4,11.1,11.8,40,44.9,15.8,106.81,4.4,262
111,Jusuf Nurkic,POR,25,5,1,4,32.3,100.9,118.3,-17.5,18.4,1.38,18.4,7.7,22.9,15,13.3,46.5,52.9,20.6,103.14,10.9,344
111,Keita Bates-Diop,DEN,24,5,2,3,4.7,106.3,104.3,2,6.7,0,14.3,10.7,12.5,11.5,0,20,25.5,9.8,96.44,5.1,48
111,Khem Birch,ORL,27,5,1,4,17.9,101,96.5,4.5,11.7,1.4,22.6,9.1,16.7,12.8,16.1,50,63.7,10.9,107.05,8.6,200
111,Mario Hezonja,POR,25,5,1,4,13.6,102.6,108.7,-6.1,13.6,2,18.2,2.8,19.7,11.3,9.1,45.5,48.4,15.5,105.97,9.5,151
111,Markelle Fultz,ORL,22,5,1,4,29.3,96.9,115.7,-18.8,30.2,2,25.5,0,7.5,3.5,12.7,45,47.6,21.8,106,5.3,323
111,Mike Conley,UTA,32,5,2,3,33,115.2,115.1,0,27.4,5.2,24.8,2,7.4,4.7,4.8,62.5,67.2,22.6,94.16,14.5,323
111,Nikola Vucevic,ORL,29,5,1,4,36.9,102.2,115.3,-13,21.5,1.54,13.4,4.5,24.5,14.1,8.7,58.6,60.4,29.6,104.47,16.9,404
111,Rodney McGruder,LAC,28,5,3,2,3.1,114.3,82.4,31.9,15.4,0,28.6,10,16.7,14.3,0,80,80,13.9,105.59,18.3,35
111,Rondae Hollis-Jefferson,TOR,25,5,3,2,7.7,119.5,110.5,9.1,9.7,3,16.7,12.8,13.2,13,5.6,40,51.8,15.5,107.5,7.2,87
111,Terrence Ross,ORL,29,5,1,4,27,106.3,103.7,2.6,6.2,0.63,6.2,0.7,15.3,7.7,9.9,54.7,58.4,23.2,106.26,10.2,300
111,Wes Iwundu,ORL,25,5,1,4,15.2,96.4,94,2.4,8.7,1.33,13.3,1.3,12.3,6.8,10,40,44.6,14.3,106.68,5.5,169
132,Aaron Holiday,IND,23,4,0,4,18,108,133.1,-25.1,20,2.5,27,1.4,6.3,3.7,10.8,66.7,66.8,16.3,101.46,7.5,150
132,Al Horford,PHI,34,4,0,4,32.1,103.4,121.6,-18.2,11,3,22.5,6.3,15.5,10.6,7.5,48,49.9,10.2,97.51,6.8,263
132,Alec Burks,PHI,28,4,0,4,23.7,102.7,112.8,-10.2,14,2.33,11.1,5.9,7.2,6.5,4.8,35.7,39.7,23.9,94.93,6.4,188
132,Anfernee Simons,POR,21,4,0,4,20.5,117.4,112.1,5.3,15.2,2.5,23.8,1.1,12.5,6.4,9.5,42.3,47.1,15.5,105.33,7.3,178
132,Bol Bol,DEN,20,4,0,4,5.4,127.9,77.8,50.1,0,0,0,13.6,7.4,10.2,13.3,66.7,75.9,28.8,98.61,26.9,43
132,Caris LeVert,BKN,25,4,0,4,34.9,101.7,119.6,-18,47.5,2.92,28.4,4.7,12,7.9,9.7,43.2,48.2,27.5,103.84,11.9,303
132,Chris Chiozza,BKN,24,4,0,4,16.1,92.5,125.9,-33.4,40.5,5.67,37,1.2,8.1,4.2,6.5,43.8,44.6,18.4,107.4,7.7,146
132,Damian Lillard,POR,29,4,1,3,35.6,97.7,113.3,-15.6,21.8,1.21,15.7,0.6,8.3,4.4,13,50.8,61.8,26.6,102,14.1,305
132,Delon Wright,DAL,28,4,1,3,13.3,105.1,123.5,-18.4,17.9,1.4,29.2,1.9,5.6,3.4,20.8,65,65.6,13.3,107.02,7.7,118
132,Doug McDermott,IND,28,4,0,4,13.6,94.4,124.3,-29.9,2.7,1,5.9,0,6.3,2.9,5.9,33.3,33.3,13.4,96.62,0,108
132,Furkan Korkmaz,PHI,22,4,0,4,10.1,104.7,88,16.8,8,1,15.4,0,11.8,6.2,15.4,0,16.3,10.8,100.19,-2,85
132,Garrett Temple,BKN,34,4,0,4,34.3,103.4,116.7,-13.3,9.2,1.33,12.3,0,7.8,3.5,9.2,43.9,46.5,16.7,103.03,3.3,296
132,JaKarr Sampson,IND,27,4,0,4,12.5,101,102.9,-1.9,12.5,2,18.2,2.3,25,14.3,9.1,62.5,62.5,16.8,98.3,11.3,101
132,Jarrett Allen,BKN,22,4,0,4,33,103.9,116.5,-12.6,10.6,0.82,17.3,10.7,32.3,20.4,21.2,58.3,66,13.4,101.31,13.5,280
132,Joel Embiid,PHI,26,4,0,4,36.2,101.7,120.9,-19.2,7.8,0.33,4.1,7,26.4,16.3,12.3,48.6,60,34.5,95.59,18.2,289
132,Josh Richardson,PHI,26,4,0,4,36.1,108.3,114,-5.7,15.9,1.63,15.5,2.5,7.5,4.9,9.5,44.6,52.4,20.9,97.03,7.4,290
132,Justin Holiday,IND,31,4,0,4,32.8,103.4,101.8,1.5,3.3,1,10.7,3.3,8.7,6,10.7,66.7,65,8.7,98.5,5.9,267
132,Malcolm Brogdon,IND,27,4,0,4,39.9,106.2,112.3,-6.2,42.1,4,31.3,0,11.3,5.8,7.8,46.9,55.6,25.1,98.84,13.3,325
132,Matisse Thybulle,PHI,23,4,0,4,18.8,92.6,118.7,-26.1,4.3,1,18.2,1.1,7.6,4.1,18.2,50,50,5.1,94.9,2.8,148
132,Michael Frazier II,HOU,26,4,3,1,2.9,100,67.9,32.1,25,2,28.6,6.7,15.8,11.8,14.3,37.5,37.5,16.1,118.78,12.9,29
132,Mike Scott,PHI,31,4,0,4,5,85.7,79.5,6.2,11.1,0,12.5,8.3,26.1,17,0,20,44.4,14,103.81,24.2,42
132,Myles Turner,IND,24,4,0,4,36.4,102.3,114,-11.6,3.7,0.33,4.7,7.4,22.9,14.9,14.1,63.6,61.7,18.5,98.79,11,298
132,Rodions Kurucs,BKN,22,4,0,4,14.6,85.2,130.3,-45.1,9.4,1,11.1,4.3,15.6,9.7,11.1,55,52.7,16.6,109.81,6,135
132,Shake Milton,PHI,23,4,0,4,31.5,109.4,116.4,-7,15.1,1.83,17.2,0.8,8.8,5,9.4,59.1,61.6,18.5,97.41,8.5,255
132,T.J. Warren,IND,26,4,0,4,39.1,106.3,113.5,-7.2,14,1.09,12.8,3.4,13.8,8.6,11.7,52.2,55.6,23.8,98.88,9.7,318
132,Terrance Ferguson,OKC,22,4,2,2,10.4,91,111.4,-20.4,3.7,1,7.7,1.8,6.1,3.8,7.7,27.3,27.3,12,101.9,-0.9,89
132,Timothe Luwawu-Cabarrot,BKN,25,4,0,4,32.8,107.5,117.2,-9.7,7.1,0.75,7.8,0.6,10.6,5,10.4,44.9,49.8,21.7,102.32,4.5,281
132,Tobias Harris,PHI,27,4,0,4,37.1,110.4,120.5,-10,19,3.2,17.8,8.6,15.6,12,5.6,40,46.1,21.2,96.11,9.9,297
132,Tyler Johnson,BKN,28,4,0,4,23.2,99.5,135.3,-35.8,18,3,15.3,0,8.1,3.6,5.1,57.6,58.7,22.5,103.77,7.2,200
132,Victor Oladipo,IND,28,4,0,4,30.6,106.4,109.5,-3.1,14.1,0.71,11.4,0,10.7,5.5,15.9,50,56.3,28.9,98.35,8,249
