 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
39,Brandon Rush,GSW,30,14,8,6,7.9,102.7,100.9,1.8,4.2,1.5,11.5,0,18.9,10.3,7.7,55,55.1,9.3,98.83,7.7,224
39,Dwyane Wade,MIA,34,14,7,7,33.8,104.5,103.2,1.3,24.4,1.58,15.7,2.8,13.4,8.5,9.9,49.2,53.2,31.8,92.01,16.5,906
39,Goran Dragic,MIA,30,14,7,7,33.7,100.2,97,3.2,21.3,1.74,17.5,2.4,11.9,7.3,10.1,48.1,51.4,25.1,92.09,11.5,908
39,Joe Johnson,MIA,35,14,7,7,35.2,103.4,101.4,2,11.1,1.94,15.8,1.5,11.4,6.8,8.1,47.2,50.4,17.8,91.63,9.2,945
39,Josh Richardson,MIA,22,14,7,7,27.6,107.6,102.3,5.3,8.3,1.83,17.1,2.8,10.5,6.8,9.3,46.6,48.9,12.9,90.99,5.5,735
39,Luol Deng,MIA,31,14,7,7,35.3,105.4,99.6,5.8,6.9,0.96,11.1,4.1,12.3,8.5,11.6,55.8,60.1,16.7,91.66,11.5,944
46,Justise Winslow,MIA,20,13,7,6,25.4,98.4,104.3,-5.9,4.3,0.67,7.4,5.3,13.6,9.6,11.1,46.6,51.6,14.3,90.88,7.1,621
46,Mo Williams,CLE,33,13,10,3,5.2,75.2,90.4,-15.3,10,0.3,7.1,0,7.7,4.2,23.8,33.9,34.6,26.4,96.22,-4,137
46,Timofey Mozgov,CLE,29,13,10,3,5.8,82.4,105.4,-23.1,4.9,0.25,7.4,6.4,21.1,13.6,29.6,40,44.7,14.8,95.27,3.2,153
49,Gerald Green,MIA,30,12,5,7,9.2,94,80.9,13.1,1.6,0.5,1.9,1.8,13.8,7.6,3.7,36.7,39.1,21.4,94.41,4.4,217
49,James Jones,CLE,35,12,9,3,4.6,77.5,83.2,-5.7,10.3,3,18.8,1.9,4.9,3.5,6.3,25,25.5,10.7,95.65,-2.3,111
49,Jonas Valanciunas,TOR,24,12,6,6,26.7,101,100.8,0.1,6.5,0.61,6.6,14.3,29.3,21.1,10.8,56.7,60.1,21.2,91.88,20.1,619
52,Al-Farouq Aminu,POR,25,11,5,6,33.8,104.8,106.4,-1.6,8.7,0.95,10.9,5.3,17.8,11.3,11.5,54.7,57.2,18.2,99.22,10.8,768
52,Allen Crabbe,POR,24,11,5,6,27.5,107.8,110.3,-2.5,7.5,2.5,14.7,1.5,8.6,4.9,5.9,62.3,64.5,12,100.35,7.9,629
52,CJ McCollum,POR,24,11,5,6,40.2,108.4,107.1,1.3,13.8,1.8,13.2,1.4,6.9,4.1,7.3,47.7,51.8,22.7,97.69,8.7,898
52,Damian Lillard,POR,25,11,5,6,39.8,106.2,110.5,-4.3,28.2,2.09,18.4,2.3,7.5,4.8,8.8,45.5,52.7,29,99.25,12.5,904
52,Ed Davis,POR,27,11,5,6,18.6,106.1,106.9,-0.9,10.4,1.4,17.5,12,23.1,17.5,12.5,52.5,55.9,13.8,97.51,9.4,413
52,Gerald Henderson,POR,28,11,5,6,21.2,100.8,107.8,-6.9,11.7,3.4,15.5,2.3,11.6,6.9,4.5,40.9,43.5,17,98.19,6.7,479
52,Luis Scola,TOR,36,11,5,6,12.8,87.9,106.2,-18.3,9,1.4,14.6,1.3,11.9,6.3,10.4,32.3,39.1,13.5,93.41,0.5,272
52,Mason Plumlee,POR,26,11,5,6,27.8,105.9,107.1,-1.2,25.5,2.12,32.3,10.4,28.1,19,15.2,40,45.6,15,98.79,11.8,629
52,Maurice Harkless,POR,23,11,5,6,24.7,100.5,105.4,-4.8,4.6,0.64,5,6.9,11.3,9,7.9,49.5,50,20.6,98.42,6.4,556
61,Al Horford,ATL,30,10,4,6,32.7,99.4,103.9,-4.5,16.2,1.82,18,4,14.2,9.4,9.9,51.3,54.5,19.1,98.37,12.4,667
61,Brian Roberts,POR,30,10,4,6,3.6,115.1,97.6,17.5,10.3,3,18.8,2.9,0,1.5,6.3,22.2,34.4,13.8,113.67,-2.5,86
61,Cameron Payne,OKC,21,10,7,3,6.4,82,103,-21,25,1,18.2,0,5.9,3,18.2,30.8,32.4,25.5,97.45,-1.7,128
61,Danny Green,SAS,29,10,6,4,26.7,109.6,100.2,9.4,3.6,1.17,9,0,11.5,6,7.7,64.6,64.8,12.3,93.79,9,523
61,David West,SAS,35,10,6,4,17.6,107,100.9,6.1,12,1.86,16.5,7.7,14.6,11.1,8.9,48.2,49.2,17.1,93.79,9.3,345
61,Dennis Schroder,ATL,22,10,4,6,19.1,101.3,98.1,3.2,39.1,1.71,21.7,3.1,6.1,4.7,12.7,51,53.3,30.4,94.51,11.2,375
61,Hassan Whiteside,MIA,27,10,5,5,29.1,107.5,97.7,9.9,1.6,0.23,2.9,10.1,26.7,19.2,12.5,68.1,67.9,16.6,90.75,16.5,546
61,James Johnson,TOR,29,10,4,6,9.8,86.4,102.2,-15.8,12.2,0.86,15.4,3,14.5,8.2,17.9,56,57,15.9,92.24,6.4,191
61,Jason Thompson,TOR,29,10,3,7,5.5,93.7,101.8,-8.1,2.9,1,8.3,10.2,12.8,11.2,8.3,44.4,38.8,8.8,96.9,1.5,111
61,Jeff Teague,ATL,28,10,4,6,27.9,104.2,106.4,-2.2,35.3,2.44,26.4,1.1,5.2,3.2,10.8,41.7,50.4,26.5,99.57,9,578
61,Josh McRoberts,MIA,29,10,5,5,13.4,103.4,93,10.5,10.5,2.25,18,5.3,15.2,10.1,8,47.1,51.9,14.1,93.05,8.9,262
61,Kawhi Leonard,SAS,25,10,6,4,33.9,110.5,101.7,8.8,14,1.75,12.1,4.2,14.2,9.3,6.9,55.1,59.7,27.4,92.99,17.4,660
61,Kent Bazemore,ATL,26,10,4,6,32.5,102.4,108.8,-6.4,9.2,1.9,11.9,2.4,16.1,9.6,6.3,43,45.5,19,99.12,9.1,670
61,Kyle Anderson,SAS,22,10,6,4,12.9,98.1,101.2,-3.1,8.3,1.75,17.9,1.6,17.3,9.6,10.3,34,41,11.1,95.63,6.7,258
61,Kyle Korver,ATL,35,10,4,6,31.6,103.7,98.4,5.2,4.6,1.25,10.5,0.9,12.7,7,8.4,62.7,65.2,11.5,98.14,9.1,656
61,LaMarcus Aldridge,SAS,30,10,6,4,33.7,109.5,100.8,8.7,5.3,0.91,4.8,6.9,17.3,12.4,5.3,52.7,57.9,27.3,93.17,16.7,654
61,Manu Ginobili,SAS,38,10,6,4,19.2,110.1,96.6,13.5,18.4,3.57,27.8,3.1,10.5,6.9,7.8,52.1,58.6,14.9,95.84,9.8,388
61,Mike Scott,ATL,27,10,4,6,16.1,108.3,102.7,5.6,4.7,0.63,8.9,3.4,15.9,10.1,14.3,72.5,74.7,14.2,97.35,10.1,324
61,Patty Mills,SAS,27,10,6,4,16.7,106.5,92.4,14.2,18,2.5,23.3,0,8.2,4.2,9.3,55.7,57.1,17.6,95.42,11.8,336
61,Paul Millsap,ATL,31,10,4,6,36.5,100.5,102.6,-2,12.8,1.04,12.7,7.2,15.9,11.7,12.2,46,51.8,22.3,96.97,12.4,738
61,Thabo Sefolosha,ATL,32,10,4,6,20.3,101,106,-5,13.7,1.7,21.3,4,14.2,9.5,12.5,55.4,56.1,14.1,96.78,9.8,400
61,Tim Duncan,SAS,40,10,6,4,21.8,109.7,94.3,15.4,8.6,1.4,16.5,5.1,16.5,11.3,11.8,42.3,48.2,15.1,92.92,7.8,424
61,Tony Parker,SAS,34,10,6,4,26.4,108,103.3,4.7,30.8,2.94,30.5,0.4,7.7,4.2,10.3,46.9,49.9,21.3,92.76,10.2,512
84,Amar'e Stoudemire,MIA,33,9,4,5,9.1,95.5,105.7,-10.2,0,0,0,3.8,12.7,8.3,29,57.9,66.6,17.5,91.52,8,156
84,Boris Diaw,SAS,34,9,6,3,17.6,105,95.1,9.9,21.2,3.5,28,1.3,10.9,6.1,8,47.8,49.2,15.3,94.78,9.5,317
84,Delon Wright,TOR,24,9,3,6,4.6,88.1,86.3,1.8,12.5,1.5,14.3,2,8.1,4.6,9.5,30,44.5,18.8,95,7,84
84,Mike Muscala,ATL,24,9,4,5,7.4,94,97.1,-3,9.7,1,11.1,9.7,12.8,11.3,11.1,55,57.5,15.6,96.98,10.2,134
84,Nick Collison,OKC,35,9,6,3,8.7,106.5,101.3,5.2,9.4,5,38.5,4.1,10.5,7.4,7.7,66.7,65.4,4.6,95.95,4,154
84,Tim Hardaway Jr.,ATL,24,9,4,5,9.7,92.5,92.4,0.1,14.3,2.33,18.4,0,9.3,4.7,7.9,30.8,34.9,15.9,94.32,4.2,173
84,Udonis Haslem,MIA,36,9,4,5,9.4,97.5,106.6,-9,7.8,0.57,13.8,13.1,25,18.9,24.1,53.3,58.1,13.2,93.63,9.4,163
91,James Michael McAdoo,GSW,23,8,4,4,4.7,95.2,108.3,-13.2,8.3,2,22.2,0,20.5,10.7,11.1,50,43.4,8,105.99,5.2,83
92,Al Jefferson,CHA,31,7,3,4,24.1,98.4,119.1,-20.7,11.6,1.33,7.8,8,20.7,13.7,5.8,50.6,52.4,27.7,88.09,14.1,309
92,Boban Marjanovic,SAS,27,7,4,3,6,108.3,111.1,-2.8,12,1,13.6,10.5,27.8,18.9,13.6,66.7,75.2,20.4,94.55,14,84
92,CJ Miles,IND,29,7,3,4,13.1,99.4,108,-8.5,7.7,1.33,8.7,4.4,19.2,12.4,6.5,28.9,30.5,21.9,91.14,4.4,173
92,Cody Zeller,CHA,23,7,3,4,19.6,98.6,97.8,0.7,2.7,0.29,3.5,6.2,18.7,12.5,12.3,55.3,62.4,17.9,96.96,11.7,278
92,Courtney Lee,CHA,30,7,3,4,36.7,100.4,105.1,-4.7,5.7,1.8,12.5,1.9,6.3,4,6.9,45.1,52.1,11.3,92.75,4.8,499
92,Frank Kaminsky,CHA,23,7,3,4,27.2,99.4,102.5,-3.1,7.4,4,12.1,1.5,14.7,7.8,3,35.9,45.3,14.7,90.59,7.2,359
92,George Hill,IND,30,7,3,4,33.6,109.1,100.7,8.4,11,1.88,16.7,3,5,4.2,8.9,67.5,71.2,15.3,90.02,11.6,441
92,Ian Mahinmi,IND,29,7,3,4,24.6,97.2,93.6,3.6,8.7,0.57,10.5,7.7,12.1,10.2,18.4,50,53.8,19,91.43,7.6,325
92,Jeremy Lin,CHA,27,7,3,4,27,100.3,98.6,1.6,18.4,1.64,16.5,1.6,6.6,4.1,10.1,43.7,54.3,22.4,92.97,9.4,365
92,Kemba Walker,CHA,26,7,3,4,37.1,100.4,112.1,-11.7,24.8,2.33,13.5,1.1,7.5,4.1,5.8,41.2,47.2,32.5,91.45,11.5,493
92,Marvin Williams,CHA,30,7,3,4,32.5,95.9,110,-14.1,4.3,3,9.8,2.8,19,10.4,3.3,33.3,34.1,11.2,92.48,5.8,436
92,Monta Ellis,IND,30,7,3,4,32.2,103.5,102.8,0.7,24.2,1.76,23.6,2,9.5,6.1,13.4,48,50.4,20.3,91.83,11,432
92,Myles Turner,IND,20,7,3,4,28.2,106.5,102.1,4.3,2.8,0.25,3.3,8.8,14,11.6,13.3,46.5,48,20.7,90.56,8,371
92,Paul George,IND,26,7,3,4,39.3,108.5,99,9.5,21.7,1.3,14.5,3.9,14.6,9.9,11.1,52.8,63.2,30.8,90.1,21.7,515
92,Rodney Stuckey,IND,30,7,3,4,17.8,99.1,92.1,7,22.6,2.33,20.9,0.8,9.6,5.6,9,45.3,46.8,20.1,91.26,9.7,233
92,Solomon Hill,IND,25,7,3,4,28.3,108,101.6,6.4,6.4,2.67,16,2.7,10.8,7.1,6,62.9,71,9.9,91.03,8.4,374
92,Ty Lawson,IND,28,7,3,4,10.5,85.3,112,-26.7,25,1.67,27,1.3,7.9,4.5,16.2,33.3,38.8,17,92.97,3.6,143
109,Amir Johnson,BOS,29,6,2,4,22.3,94,100.7,-6.8,5.3,0.4,7.8,7.6,22.2,14.9,19.6,66.7,69,15.6,95.99,13.9,265
109,Austin Rivers,LAC,23,6,2,4,24,99.3,106.9,-7.6,18.8,2.29,18.6,2.4,7.6,5,8.1,45.9,47.7,21.3,96.83,8,290
109,Cole Aldrich,LAC,27,6,2,4,12.8,98.8,101.9,-3.2,6,1.5,13.6,9.9,28.6,19,9.1,66.7,65.2,10.8,98.31,15.9,160
109,DeAndre Jordan,LAC,27,6,2,4,33.1,100.8,99.2,1.5,8.7,1.57,12.9,13.2,30.1,21.6,8.2,63.2,54.7,16.3,95.49,16.4,393
109,Evan Turner,BOS,27,6,2,4,35.7,93.7,99.8,-6.1,22.1,1.59,19.7,3.2,11.4,7.1,12.4,38.2,42.5,21.7,99.28,7.7,445
109,Isaiah Thomas,BOS,27,6,2,4,36.6,92.2,100,-7.8,28.8,2.14,16.7,0.8,7,3.7,7.8,45,51.9,28.5,100.56,12.2,460
109,JJ Redick,LAC,32,6,2,4,27.7,104.2,105.4,-1.3,5.1,1,5.6,0.5,6.1,3.3,5.6,50,50.4,22.5,96.35,6.5,336
109,Jae Crowder,BOS,25,6,2,4,32.9,91.2,94.9,-3.7,11.3,1.86,13.4,2.2,16,8.8,7.2,34.7,37.1,18.1,99.94,6,410
109,Jamal Crawford,LAC,36,6,2,4,33.2,105.3,103,2.2,11.5,1.44,9.6,0.9,5.1,3,6.6,39.8,45.6,27.1,96.14,8.5,400
109,Jared Sullinger,BOS,24,6,2,4,13.6,98.8,112.5,-13.7,15.6,1.17,12.5,10.1,21.3,15.1,10.7,33.3,35.4,24.6,99.88,3,171
109,Jeff Green,LAC,29,6,2,4,26.4,103.1,104.1,-1,3.9,1.33,6.2,1.7,9.4,5.5,4.6,50,53.5,16.8,96.21,7.6,321
109,Jonas Jerebko,BOS,29,6,2,4,27,98.8,102.4,-3.6,10.1,2,15.9,3.8,19.2,11.3,7.9,55.4,57.1,13.7,99.88,11,337
109,Kirk Hinrich,ATL,35,6,4,2,4.6,94.2,77.8,16.5,17.6,0,30,0,12.5,6.5,0,35.7,35.7,11.5,92.7,6.6,52
109,Kyle Singler,OKC,28,6,3,3,8.4,88.9,98,-9.1,0,0,0,1.9,10.9,6.4,0,44.4,40.5,8.8,94.91,2.6,99
109,Lavoy Allen,IND,27,6,3,3,8.5,79.4,101,-21.6,8,2,15.4,7.3,17.5,12.5,7.7,30,30,9.7,96.25,9.4,102
109,Luis Montero,POR,23,6,3,3,1.3,106.3,125,-18.8,0,0,0,0,0,0,0,133.3,133.3,17.6,100.88,17.7,16
109,Marcus Smart,BOS,22,6,2,4,32.1,94.2,98.7,-4.5,15.9,1.2,17.8,3.6,9.5,6.4,14.9,45.8,52,18.2,99.11,8.6,398
109,Noah Vonleh,POR,20,6,3,3,2,92.3,112,-19.7,25,0,40,10,30,20,0,0,0,10.7,104.05,6.7,26
109,Pat Connaughton,POR,23,6,3,3,1.3,100,117.6,-17.6,0,0,0,0,16.7,8.3,0,80,80,27.8,103.75,17.7,17
109,Wesley Johnson,LAC,28,6,2,4,12.8,101.3,86.3,15,3.5,1,10.5,5.3,14.4,9.8,10.5,46.4,52.2,9,99.97,9.1,160
129,Andre Miller,SAS,40,5,3,2,7,120.6,110.3,10.3,29.2,0,46.7,6.5,10,8.2,0,50,57.1,10.4,92.64,9.6,68
129,Clint Capela,HOU,22,5,1,4,8.7,77.3,96.1,-18.8,8.3,0.67,12.5,15.4,27.3,20.8,18.8,33.3,35.7,12.7,110.31,9.6,97
129,Corey Brewer,HOU,30,5,1,4,15.4,87.3,94.7,-7.4,17.8,1.33,17.8,2.9,4.7,3.7,13.3,27.8,36,18.9,104.42,-1.7,166
129,Devin Harris,DAL,33,5,1,4,24.1,110.8,120.9,-10,9.6,2.67,17.8,0.8,11,5.9,6.7,56.7,56.7,14,92.77,5.9,231
129,Dirk Nowitzki,DAL,38,5,1,4,34,106.3,120.4,-14.2,8.3,1.14,7.6,1.9,12.3,7.3,6.7,51.8,56.4,25.8,94.26,12.5,335
129,Donatas Motiejunas,HOU,25,5,1,4,19.7,90.4,101,-10.6,11.6,0.42,8.1,8.5,14.8,11.6,19.4,48.6,49.5,23.8,97.44,8.3,198
129,Dorell Wright,MIA,30,5,2,3,3.8,90,92.1,-2.1,28.6,0,14.3,0,26.1,13.6,0,60,68,27.3,99,24.6,40
129,Dwight Howard,HOU,30,5,1,4,36,93,115.7,-22.7,8,0.67,9.2,12,27,18.4,13.8,54.2,51,18.2,96.32,10.3,359
129,James Harden,HOU,26,5,1,4,38.6,91.3,112.8,-21.4,42.2,1.46,20.7,3,10.4,6.2,14.1,47.5,55.5,30.8,99.89,16.4,404
129,Jason Terry,HOU,38,5,1,4,24.8,91,117.1,-26.1,7.9,2,12.5,0.7,8.9,4.5,6.3,42.1,44.5,14,102.59,3,267
129,Jordan Hill,IND,28,5,3,2,3,106.7,109.7,-3,18.2,0,40,15.4,26.7,21.4,0,0,0,9.1,96.74,5.8,30
129,Justin Anderson,DAL,22,5,1,4,19,108.6,114.3,-5.6,12.3,1.4,12.7,9.6,13.1,11.2,9.1,51.4,54.4,22.5,94.54,10.4,185
129,Kevin Martin,SAS,33,5,3,2,9.9,97.9,89.4,8.6,11.1,0.5,10,0,8.3,4.4,20,50,51.6,25.5,92.56,4.3,96
129,Luc Mbah a Moute,LAC,29,5,2,3,15.7,92.5,102.5,-10,1.8,0.5,11.1,2.3,8.2,5.4,22.2,66.7,69.9,4.5,98.29,3.4,159
129,Lucas Nogueira,TOR,23,5,1,4,5.8,83.6,98.1,-14.5,0,0,0,3.8,22.6,14,0,75,75,7.1,89.74,12.2,55
129,Michael Beasley,HOU,27,5,1,4,16,101.1,115.6,-14.5,7.1,0.43,5.1,4.6,20.7,12.4,11.9,50,53,28,104.08,11.2,175
129,Nazr Mohammed,OKC,38,5,3,2,1.9,68.4,52.6,15.8,0,0,0,9.1,20,14.3,33.3,50,50,13.6,94.09,12.1,19
129,Nicolas Batum,CHA,27,5,1,4,28.8,91.6,123,-31.4,13.9,1.25,14.1,1.3,12.5,6.5,11.3,44.4,53,19.9,91.45,8.2,274
129,Pablo Prigioni,LAC,39,5,2,3,5.2,93.2,100,-6.8,38.9,2.33,46.7,6.5,3.3,4.9,20,0,0,12.1,109.66,-9.1,59
129,Patrick Beverley,HOU,27,5,1,4,25.7,94.9,108.1,-13.1,13.9,2.75,20,2.5,13.3,7.4,7.3,31.1,36.6,13.9,96.4,3.9,257
129,Paul Pierce,LAC,38,5,1,4,10.7,84.4,97.2,-12.8,3,0.5,5.9,0,9.4,4.7,11.8,20.8,21.8,13,97.5,-4.4,109
129,RJ Hunter,BOS,22,5,1,4,8.2,95.3,98.8,-3.4,10,3,23.1,2,12.2,6.7,7.7,27.8,27.8,10.2,98.78,2.2,86
129,Raymond Felton,DAL,32,5,1,4,34.5,97.9,113.3,-15.4,24.7,1.92,21.1,1.2,11.2,6.4,11,49.3,50.8,23.1,93.45,11,333
129,Spencer Hawes,CHA,28,5,3,2,10.6,95.5,72.1,23.4,9.7,0.75,13,5.9,18.8,13.3,17.4,50,57.5,16.7,99.61,18,110
129,Terry Rozier,BOS,22,5,2,3,19.7,84.2,99,-14.8,11.3,3,18.8,2.6,13.5,7.8,6.3,47.8,50.3,11.5,94.68,9.6,196
129,Trevor Ariza,HOU,31,5,1,4,36.2,87.6,112.5,-24.9,3.7,0.33,5.9,3.2,7.9,5.3,17.6,29.4,31.3,14.4,100.3,0.2,380
129,Tyler Johnson,MIA,24,5,3,2,12.1,111.2,102.6,8.6,20,4,30.8,3.5,7.8,5.8,7.7,59.1,66.3,13.8,91.3,8.5,116
129,Wesley Matthews,DAL,29,5,1,4,34.7,95.4,126.8,-31.5,5.7,1.5,7.7,2.2,8.1,5.1,5.1,41.7,47.5,18.6,95.25,5,345
129,Zaza Pachulia,DAL,32,5,1,4,22.4,96.2,128.6,-32.4,23.2,8,32,8.8,15.5,12.1,4,37.5,52.4,14.1,90.74,10.6,210
158,Andre Drummond,DET,22,4,0,4,32.9,110.5,113.8,-3.2,0,0,0,9.9,19,14.6,5.4,51.9,48.6,27.8,87.29,8.7,238
158,Aron Baynes,DET,29,4,0,4,11,90.8,129.1,-38.3,8.3,0.67,13.3,7.1,11.4,9.3,20,44.4,48.4,13.7,94.44,3.5,87
158,Blake Griffin,LAC,27,4,2,2,31.7,102.4,99.6,2.8,20.5,1.78,18,5,18.5,12,10.1,38.7,46.9,25.6,95.86,12.9,253
158,Charlie Villanueva,DAL,31,4,0,4,5.1,75,95.7,-20.7,20,1,6.7,0,10.5,4.7,6.7,29.2,34.9,28.6,106.01,0,44
158,Chris Andersen,MEM,37,4,0,4,19.7,87.8,108.7,-20.8,6.3,0.6,12.5,15.9,26.5,20.7,20.8,41.7,48.3,12.1,90.75,11,148
