 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
43,Christian Braun,DEN,23,12,7,5,17,101.5,98.5,3,7.1,9,12.7,4.5,11.6,8,1.4,46.3,50,14,93.53,6.8,396
43,Darius Garland,CLE,24,12,5,7,36,101.4,110.6,-9.2,26.3,2.56,25.1,0.2,9.6,4.9,9.8,50,52.2,22,94.41,9.8,851
43,Evan Mobley,CLE,23,12,5,7,35.2,104.9,108.4,-3.5,11.3,1.27,13.2,7.2,18.8,13.1,10.4,57.2,59.3,20.2,94.56,13.6,830
43,Isaac Okoro,CLE,23,12,5,7,21.9,101.9,105.6,-3.7,7.5,1.18,13.3,1.9,5.8,3.9,11.2,42.1,44.6,14.8,96.8,2.5,524
43,Jamal Murray,DEN,27,12,7,5,38.5,111.2,114.1,-2.9,23.4,2.16,18.7,2,10.1,5.9,8.7,44.8,47.4,28.6,93.18,8.6,894
43,Justin Holiday,DEN,35,12,7,5,12.5,103.4,94.4,9,4.1,1.33,9.1,0.7,13.5,6.8,6.8,47.1,47.6,11.9,96.14,3.9,298
43,Kentavious Caldwell-Pope,DEN,31,12,7,5,35,113.9,113,0.9,9.4,3.1,23.8,1.3,7.6,4.4,7.7,50,53.4,10.7,94.5,4.5,823
43,Max Strus,CLE,28,12,5,7,36.1,107.7,111.7,-4,11.4,2.33,22.6,1.9,13,7.6,9.7,52.9,54.2,12.8,93.9,6.3,849
43,Michael Porter Jr.,DEN,26,12,7,5,36.9,113.1,114.4,-1.3,4.3,0.72,6.9,1.8,18.4,9.8,9.6,57.9,60,17.8,94.24,8.9,870
43,Nikola Jokic,DEN,29,12,7,5,40.2,113.1,111.1,2,37,2.6,25.1,9.2,26,17.5,9.6,57.4,62.5,29.1,94.65,20.5,947
43,Reggie Jackson,DEN,34,12,7,5,9.8,100,98.8,1.2,17.1,1.5,17.4,1.7,11.2,6.4,11.6,41.7,43,21.5,99.15,4.2,242
55,Caris LeVert,CLE,29,11,5,6,25.3,101.3,108.7,-7.4,14.7,1.79,16.6,2.7,11.6,7,9.3,46.1,48.9,20.5,94,9.4,547
56,A.J. Lawson,DAL,23,10,7,3,3,94.8,109.8,-15,0,0,0,3.6,6.7,5.2,0,55.6,55.7,15.6,95.38,6.8,58
56,Aaron Wiggins,OKC,25,10,6,4,15.7,108.4,100,8.4,9.7,1.11,14.1,6.1,12.2,9.6,12.7,55.3,59.8,17.2,95.77,11.4,311
56,Cason Wallace,OKC,20,10,6,4,19.8,108.4,97.8,10.6,6.8,2.5,17.9,3.6,2.8,3.2,7.1,50,50.1,10.4,96.5,3.8,393
56,Chet Holmgren,OKC,22,10,6,4,34.5,113.1,102,11.1,8.7,1.11,12.1,4.2,16.1,10.4,10.9,55,58.4,19.6,98.25,10.9,704
56,Donovan Mitchell,CLE,27,10,5,5,38.2,106,106.7,-0.7,23.9,1.68,14.3,1.6,12.3,7.1,8.5,54,58.4,33.2,95.58,16.4,763
56,Doug McDermott,IND,32,10,4,6,6.4,99.2,113.7,-14.5,15.2,7,36.8,3,1.4,2.2,5.3,59.1,59.1,8.1,98.26,4.7,131
56,Georges Niang,CLE,31,10,4,6,12.1,101.2,113,-11.7,4.7,0.57,7.3,2.5,7.2,4.9,12.7,25.6,31.4,18.7,95.44,-2.4,243
56,Isaiah Joe,OKC,24,10,6,4,17.3,107.3,105.4,1.9,8.3,2,14.5,2.3,10.7,6.4,7.2,59.3,59.3,14.9,97.46,8.3,355
56,Jalen Williams,OKC,23,10,6,4,37.7,112.7,104.7,8,22,2.84,22.1,3.5,13.6,8.7,7.8,51.6,54.4,22.3,96.79,13.2,763
56,Jaylin Williams,OKC,22,10,6,4,12.7,96.5,105.8,-9.3,20.8,5,28.3,3,19.6,11.5,5.7,62.1,63.3,13.1,96.83,13.9,254
56,Josh Giddey,OKC,21,10,6,4,18.1,109.1,98.9,10.1,17.5,1.75,18.8,3.7,14.9,9.4,10.7,53.3,55.4,21.5,99.19,11.3,375
56,Luguentz Dort,OKC,25,10,6,4,35,109.7,104.9,4.9,8,1.82,15.3,5.4,7.3,6.3,8.4,50,53.8,14.1,95.99,5,700
56,Oshae Brissett,BOS,26,10,8,2,5.5,106.5,93.7,12.8,0,0,0,6.1,19,13.1,7.1,63.6,62.7,12.1,94.93,12.3,107
56,Peyton Watson,DEN,21,10,6,4,9,84.3,101.6,-17.3,7.7,1.33,11.8,1.8,13.7,7.2,8.8,31.3,33.8,13.9,99.06,2,185
56,Sam Merrill,CLE,28,10,4,6,12.5,108.7,113.3,-4.6,10,0,23.1,1.7,9,5.3,0,51.7,54.4,11.4,92.66,5.2,241
56,Shai Gilgeous-Alexander,OKC,25,10,6,4,39.9,110.8,104.4,6.4,29.6,2.91,18.6,1.9,15.2,8.7,6.4,53.1,58.2,31.2,95.91,18.3,799
56,Tristan Thompson,CLE,33,10,3,7,8.7,89.7,107.4,-17.7,18.9,5,34.5,10.2,12,11,6.9,43.8,44.4,9.5,96.7,8.4,175
73,Jarace Walker,IND,20,9,6,3,3.4,80.6,113.3,-32.7,26.7,0.67,19,4.5,11.1,8.2,28.6,30,35.3,24.6,95.14,2.2,62
73,Marcus Morris Sr.,CLE,34,9,3,6,15.3,99.6,114.2,-14.6,3.7,1,5.5,1.4,18.7,9.4,5.5,55.2,55.8,17.3,93.06,9.6,267
73,Monte Morris,MIN,29,9,6,3,7.4,90.2,89.4,0.8,23.1,0,22.5,1.3,7.1,4.1,0,31.7,34,18.9,102.5,5.1,143
73,OG Anunoby,NYK,26,9,6,3,36,118.7,119.3,-0.7,4.5,1,7.3,2.1,15,8.4,7.3,57.7,58.3,16.9,93.08,9.3,632
73,Precious Achiuwa,NYK,24,9,4,5,20.5,119,125.4,-6.4,3.9,1.25,8.6,11.3,9.1,10.3,6.9,48.8,48.2,12.4,92,4.7,353
78,Svi Mykhailiuk,BOS,27,8,6,2,4,89.8,98.4,-8.6,5.6,0.5,6.7,3.4,12.9,8.3,13.3,33.3,33.3,21.5,92.42,0.5,59
78,Xavier Tillman,BOS,25,8,6,2,8.6,114.5,95.5,19,6,1,21.4,6.3,13.7,10.3,21.4,68.8,71.1,7.1,92.01,7.7,131
80,Cole Anthony,ORL,24,7,3,4,14.7,102,94,8,15.3,1.8,15.5,1.9,12.3,7.2,8.6,34.1,40,20.9,93.05,4.9,198
80,Franz Wagner,ORL,22,7,3,4,37.1,104.8,98.5,6.3,21.1,3.44,19.1,3.5,14.5,8.8,5.6,45.1,53.9,21.7,97.05,14.1,523
80,Gordon Hayward,OKC,34,7,5,2,6.6,102.1,85.1,17,8.3,0,50,2.2,25,14,0,0,0,2.9,98.35,8.3,94
80,Jalen Smith,IND,24,7,3,4,6,79.1,123.9,-44.8,8.3,0.5,11.8,14.9,15.2,15.1,23.5,50,56.4,15,98.76,6.1,86
80,Jalen Suggs,ORL,23,7,3,4,33.2,106.2,99.4,6.8,16.7,1.15,16.8,4.4,10.9,7.5,14.6,48.8,54.1,21,97.4,9.3,468
80,Joe Ingles,ORL,36,7,3,4,9.6,108.2,97.7,10.5,24,0,50,2.9,16.2,9.4,0,41.7,42.7,7.6,94.9,12.1,134
80,Jonathan Isaac,ORL,26,7,3,4,21,102.3,98.7,3.6,3.2,0.75,6.4,6.3,16.7,11.3,8.5,53.8,55.2,12.7,98.91,10.8,301
80,Kendall Brown,IND,21,7,5,2,3.5,68,110.2,-42.2,20,0.67,18.2,0,12.5,7.1,27.3,33.3,33.3,17.3,96.74,0.8,50
80,Kenrich Williams,OKC,29,7,6,1,4.5,95.1,101.6,-6.5,15.8,0,27.3,3,22.6,12.5,0,25,25,11.3,94.49,7,61
80,Kristaps Porzingis,BOS,28,7,6,1,23.5,113.8,101.6,12.2,7.7,1.6,9.5,2.5,16.4,9.6,6,55,61.7,21.2,92.89,12.8,319
80,Luka Garza,MIN,25,7,5,2,3.7,105.5,68.6,36.8,9.1,0,5.9,7.1,12.5,10,0,91.7,93.4,25.4,98.64,45.4,55
80,Markelle Fultz,ORL,26,7,3,4,15.1,106.2,90,16.2,12.9,1,14.8,6.1,6.4,6.3,14.8,58.8,59.3,18.6,95.48,9.3,209
80,Moritz Wagner,ORL,27,7,3,4,15,105.8,87.6,18.2,3,0.25,3.7,9.9,18.7,14.2,14.8,47.2,50.6,20.9,94.96,8.1,206
80,Paolo Banchero,ORL,21,7,3,4,37.5,102.4,99.1,3.4,23.5,0.88,12.1,4.9,17.4,10.9,13.9,51,55.4,33.2,97.21,16.4,532
80,Wendell Carter Jr.,ORL,25,7,3,4,26.4,106.7,100.5,6.2,7.8,1.8,13.6,4.6,18.4,11.4,7.6,47.9,51.1,13.3,96.91,8.2,373
95,AJ Green,MIL,24,6,2,4,11.2,107.8,111.6,-3.8,4,2,10,0,12.7,6.4,5,43.8,49.1,11.5,99.31,3,141
95,Alec Burks,NYK,32,6,2,4,20.1,116.6,128.5,-11.9,9.2,0,8.7,3,16.5,8.6,0,62,69.4,22,94.76,16.1,241
95,Amir Coffey,LAC,27,6,2,4,18.7,100,112.9,-12.9,3.1,0.4,6.9,1.7,7.1,4.3,17.2,38.6,38.6,10.7,94.52,1.2,217
95,Bobby Portis,MIL,29,6,2,4,31.1,122.4,114.7,7.7,5.3,0.67,5.4,9.2,27.7,18.8,8.1,50,51.2,25.5,91.84,12.3,361
95,Brook Lopez,MIL,36,6,2,4,33.4,114.6,125.3,-10.7,8.8,1.22,10.8,5.6,7.3,6.4,8.8,65.3,65,20.3,94.51,9.4,397
95,Gary Harris,ORL,29,6,2,4,26.5,101.2,98.5,2.8,3.8,2,11.4,2.8,4.4,3.6,5.7,41.1,43.3,8.4,98.05,1.3,321
95,Ivica Zubac,LAC,27,6,2,4,32,107.9,111.2,-3.4,5.8,0.75,6.5,10,20,15.1,8.7,60,61.5,20.4,91.86,14.3,369
95,James Harden,LAC,34,6,2,4,40.3,107.5,117.2,-9.8,35,3.43,29.4,1.3,10.2,5.8,8.6,55.1,61.6,22,90.72,15.4,455
95,Joel Embiid,PHI,30,6,2,4,41.4,124.1,114.8,9.3,24.6,1.36,15,8.4,16.9,13.1,11,49.2,59.2,35.8,90.48,17.6,469
95,Jordan McLaughlin,MIN,28,6,4,2,5,101.6,81.4,20.2,9.1,1,14.3,0,11.8,6,14.3,22.2,20.2,16.4,98.86,-2.2,64
95,Kelly Oubre Jr.,PHI,28,6,2,4,37.3,121.5,115.1,6.5,6.9,1.25,11.5,4.2,6.2,5.3,9.2,55.5,57.4,15.6,92.07,6.3,427
95,Khris Middleton,MIL,32,6,2,4,38.3,117.8,116.9,0.9,19.6,2,16.7,5.6,18.7,12.4,8.3,53.1,58.2,27.6,93.89,12.9,450
95,Kyle Lowry,PHI,38,6,2,4,29.2,119.8,114.4,5.4,18.8,6,36.4,3.9,7.7,6,6.1,46.9,54.4,11.3,91.24,6,333
95,Malik Beasley,MIL,27,6,2,4,21.8,103.7,119.4,-15.7,4.5,1.33,8.3,0.7,10.5,5.5,6.3,64.6,64.6,14.6,98.86,7.8,272
95,Mason Plumlee,LAC,34,6,2,4,11,105.2,109.4,-4.2,9.8,2,14.3,9.1,20.6,14.3,7.1,38.9,44.1,15.1,98.76,5.8,134
95,Mitchell Robinson,NYK,26,6,4,2,19.1,119.8,106.6,13.2,3.3,1,13,18,14.4,16.2,13,50,48.5,7.1,95.04,6.8,227
95,Nicolas Batum,PHI,35,6,2,4,28.3,109.9,114.6,-4.7,7.4,1.6,17.4,5,13.8,9.5,10.9,56.9,58.4,9.7,94.86,6.9,334
95,Norman Powell,LAC,31,6,2,4,29.8,108.3,114.9,-6.6,1.9,0.29,2.6,1.7,8,4.8,9.1,53.3,57,18.1,94.13,5.2,351
95,Pat Connaughton,MIL,31,6,2,4,20.7,109.2,110.1,-0.9,14.4,4.33,31.7,2.5,14.7,8.9,7.3,50,52.2,10.1,96.13,9.4,250
95,Patrick Beverley,MIL,35,6,2,4,34.9,120.1,121.6,-1.5,20.6,5.5,39.3,2,7.7,4.9,7.1,46.2,53.7,11.1,91.62,6.8,402
95,Paul George,LAC,34,6,2,4,37.1,111,115.7,-4.8,22.7,2.07,19.5,1.4,17.7,9.4,9.4,50.5,55.2,24.5,91.28,12.7,420
95,Paul Reed,PHI,25,6,2,4,7.2,73.3,125.9,-52.6,10,0.67,13.3,15.5,15.6,15.5,20,44.4,45.5,12.5,95.28,6.8,86
95,Russell Westbrook,LAC,35,6,2,4,19,110.9,108.6,2.3,13.7,1,13.2,4.6,16.2,10.1,13.2,30,34.1,23.9,97.19,3.8,229
95,Terance Mann,LAC,27,6,2,4,31.2,108.6,113.9,-5.3,8.8,2.2,16.7,9.1,7,8,7.6,52.2,56.5,13.2,93.35,5.7,362
95,Tobias Harris,PHI,31,6,2,4,36.4,114.8,115.9,-1.1,6.2,3,13.8,4.3,14.3,9.6,4.6,49,51.2,11.8,90.81,7.6,411
95,Tyrese Maxey,PHI,23,6,2,4,44.6,116.7,118.2,-1.6,29.7,3.15,20.2,0.4,10.8,5.8,6.4,55.8,59.5,27.5,91.52,15,510
95,Wendell Moore Jr.,MIN,22,6,5,1,3.1,92.3,73,19.3,18.2,2,20,0,9.1,4.9,10,50,50,18.6,98.65,8.1,39
122,Andre Jackson Jr.,MIL,22,5,1,4,11.9,117.5,106.6,10.9,19.6,3.33,41.7,9.1,9,9,12.5,54.5,54.5,10.2,97.3,6.7,120
122,Anthony Davis,LAL,31,5,1,4,41.6,111.6,114.8,-3.2,15.5,1.82,14.9,7.8,29.7,19.3,8.2,63.4,66.5,24.6,97.42,17.8,424
122,Austin Reaves,LAL,26,5,1,4,34.8,112.8,116.3,-3.5,13.7,4.5,19.4,3,7.8,5.5,4.3,53.2,58.9,19.3,96.62,10.1,352
122,Bam Adebayo,MIA,26,5,1,4,38.5,103.8,113.8,-10,19.2,2.38,14.4,5.7,20,12.6,6.1,50.5,53.2,28,92.38,13.5,371
122,Caleb Martin,MIA,28,5,1,4,35.1,102.1,117.6,-15.5,6.4,2.33,12.3,2.9,7.9,5.4,5.3,58.9,61.4,13.8,92.36,6.2,335
122,Cameron Payne,PHI,29,5,2,3,12.2,103.4,110.3,-6.9,22.6,2.33,20,0,7.9,4.3,8.6,56,56,20,92.67,8.1,119
122,D'Angelo Russell,LAL,28,5,1,4,36.9,112.3,107.6,4.7,15.7,2.33,20.2,0.6,6.5,3.8,8.7,47.9,48.1,20.5,96.44,6.2,373
122,Duncan Robinson,MIA,30,5,1,4,11.9,91.4,129.9,-38.5,15.4,1.2,22.2,0,9.4,4.6,18.5,40.6,40.6,17.2,93.83,1.6,116
122,Gabe Vincent,LAL,28,5,1,4,13.8,100.7,111.3,-10.6,5.8,1,16.7,1.5,10.3,6,16.7,29.2,29.2,9.3,100.55,-0.2,148
122,Haywood Highsmith,MIA,27,5,1,4,25.1,95,119,-24,10.3,2,20,1.7,10.5,6,10,41.1,42.2,12.4,91.95,2.3,239
122,Jericho Sims,NYK,25,5,1,4,5.5,89.8,78.9,10.9,7.7,0,20,8.8,21.7,14,0,100,93.1,6,101.82,18.1,59
122,Josh Minott,MIN,21,5,3,2,3.6,97.4,70.3,27.2,27.3,0,25,4.3,18.2,11.1,0,33.3,33.3,19.6,100.83,10.5,39
122,Kevin Love,MIA,35,5,1,4,6.4,98.4,150,-51.6,20,2,26.7,4.5,46.4,28,13.3,50,50,16.7,94.92,11.3,63
122,LeBron James,LAL,39,5,1,4,40.8,108.9,113.2,-4.3,35.8,2.32,25.9,2.1,14.4,8.4,11.2,61.6,63.7,27.7,97,17.1,415
122,Nikola Jovic,MIA,21,5,1,4,25.7,91.9,116.4,-24.5,15.5,1.83,19.6,1.5,25,12.8,10.7,56.9,60.1,16.5,91.88,12.7,247
122,Rui Hachimura,LAL,26,5,1,4,30.5,107.6,115.2,-7.6,3.4,2,8.3,4.1,8.1,6.2,4.2,46.1,47,13.4,94.9,3.2,301
122,Spencer Dinwiddie,LAL,31,5,1,4,14.6,97.4,109.8,-12.4,15.7,8,30.8,1.3,7.6,4.5,3.8,42.9,45.1,10.5,100.62,4.1,153
122,Taurean Prince,LAL,30,5,1,4,22.2,105.2,108.3,-3.2,3.9,3,8.1,1,9.4,5.5,2.7,50,56.9,13.2,99.56,6.1,232
122,Tyler Herro,MIA,24,5,1,4,37,102.8,114.4,-11.6,24.3,1.93,22,0,9.9,4.9,11.4,48.1,51,24.4,93.65,8.2,360
141,Bojan Bogdanovic,NYK,35,4,3,1,12.7,118,86,32,11.8,4,12.5,1.5,19,9.8,3.1,41.7,44.3,22,94.54,10.5,100
141,Bradley Beal,PHX,31,4,0,4,38.5,108.1,122.4,-14.2,20.7,1.38,19.6,4.3,3.5,3.9,14.1,52.5,53.9,21.9,96.53,5.6,307
141,Brandon Ingram,NOP,26,4,0,4,36.4,90.6,104.7,-14,15.5,1.44,15.1,0.6,11.7,6,10.5,36.4,45,21.5,99,7.8,299
141,Buddy Hield,PHI,31,4,1,3,12.7,110.1,117.5,-7.4,6.7,1,9.1,3,5.9,4.3,9.1,58.8,61.5,15.7,92.34,6.4,99
141,CJ McCollum,NOP,32,4,0,4,36.9,95,113.5,-18.5,24.4,1.19,17.3,1.3,12.6,6.5,14.5,46.6,47.4,26.1,96.89,7.8,299
141,DaQuan Jeffries,NYK,26,4,1,3,5,95.1,61.9,33.2,0,0,0,4,17.6,9.5,0,50,50,16.7,99.36,12.4,41
141,Damian Lillard,MIL,33,4,1,3,39.1,111,124.8,-13.8,23,2.22,16,1.2,6.6,3.9,7.2,54.3,64,30,93.71,14.4,308
141,Delon Wright,MIA,32,4,1,3,26.8,105.7,115.6,-10,9.3,0,25,2.1,9.8,6.1,0,75,76.6,9.4,94.4,10,211
141,Devin Booker,PHX,27,4,0,4,41.5,110.3,122.3,-12,26.7,2.18,20.2,0.7,7.5,4.2,9.2,54.6,66.2,26.3,96.49,14,331
141,Eric Gordon,PHX,35,4,0,4,29.4,116.2,125.1,-8.9,6.3,1.25,12.2,1,5.1,3.2,9.8,44.6,50.8,13.9,96.79,4.5,235
141,Herbert Jones,NOP,25,4,0,4,35.2,94,110.2,-16.2,11.6,0.91,14.9,4.2,10.1,7.1,16.4,48.8,56.2,17.6,97.13,6.6,284
141,Jaden Springer,BOS,21,4,2,2,5.5,97.6,86,11.6,7.1,0.5,16.7,0,13.6,7.1,33.3,66.7,66.7,10.9,92.59,6.9,42
141,Jae Crowder,MIL,33,4,1,3,10.5,97.6,123.3,-25.7,7.1,0,13.3,4.8,10,7.3,0,29.2,34.9,14.3,96.84,2.3,83
141,Jaime Jaquez Jr.,MIA,23,4,1,3,30.6,99.6,110.4,-10.8,17.9,1.71,16.2,1.7,8.9,5.3,9.5,43.3,46.3,24.3,90.91,7.8,233
141,Jarrett Allen,CLE,26,4,2,2,31.7,103.2,108,-4.9,6.8,1,8.5,12.2,31.3,21.9,8.5,67.6,70.2,18.9,94.89,21.3,253
141,Jaxson Hayes,LAL,24,4,1,3,6,115.2,100,15.2,5.6,0.5,16.7,13,34.6,24.5,33.3,0,17.4,9.3,92.61,0.6,46
141,Jonas Valanciunas,NOP,32,4,0,4,22.4,96.1,116.5,-20.4,11.6,0.5,7.7,17.6,30.2,23.4,15.4,52.4,58.6,28,95.47,15.8,180
141,Jose Alvarado,NOP,26,4,0,4,15.4,85.4,102.4,-17.1,26.5,2.25,27.3,0,8.5,3.3,12.1,17.5,17.5,16.6,95.78,0.8,123
141,Josh Okogie,PHX,25,4,0,4,7.3,122.8,110.2,12.6,12.5,1,12.5,0,11.8,7,12.5,61.1,60.1,22.6,95.06,6.8,57
141,Jusuf Nurkic,PHX,29,4,0,4,25.9,105.4,120.3,-14.9,16.7,1.83,22.9,12.7,19.8,16.3,12.5,50,50.3,16.2,96.23,9.1,204
141,Kevin Durant,PHX,35,4,0,4,42.1,110.6,129.4,-18.8,14.6,1.3,12.4,0.7,15.4,8.4,9.5,59,65.3,25.6,95.16,14.1,330
